 iteration, iteration_ionic, iteration_electronic
        20         2         1
 Ionic System
  (natm)
        63
  (pos)
  0.6249999999999999D-01  0.6249999999999999D-01  0.6249999999999999D-01
  0.6249999999999999D-01  0.3124999999999999D+00  0.3124999999999999D+00
  0.4375009790265071D+00  0.1875552565226605D+00  0.1875552443861134D+00
  0.3124999999999999D+00  0.6249999999999999D-01  0.3124999999999999D+00
  0.1875552428937613D+00  0.4375009959854188D+00  0.1875552401026790D+00
  0.3124999999999999D+00  0.3124999999999999D+00  0.6249999999999999D-01
  0.1875552363285962D+00  0.1875552329841574D+00  0.4375010067833777D+00
  0.6249999999999999D-01  0.6249999999999999D-01  0.5624999999999999D+00
  0.4375000000000000D+00  0.4375000000000000D+00  0.9374999999999999D+00
  0.6249999999999999D-01  0.3124999999999999D+00  0.8124999999999999D+00
  0.4374990078187368D+00  0.1875552488601110D+00  0.6874447698734002D+00
  0.3124999999999999D+00  0.6249999999999999D-01  0.8124999999999999D+00
  0.1875552463055480D+00  0.4374990101328113D+00  0.6874447459251911D+00
  0.3127489982387996D+00  0.3127490448855003D+00  0.5622509762113388D+00
  0.1875000000000000D+00  0.1875000000000000D+00  0.9374999999999999D+00
  0.6249999999999999D-01  0.5624999999999999D+00  0.6249999999999999D-01
  0.4375000000000000D+00  0.9374999999999999D+00  0.4375000000000000D+00
  0.6249999999999999D-01  0.8124999999999999D+00  0.3124999999999999D+00
  0.4374990196251118D+00  0.6874447481725153D+00  0.1875552485032199D+00
  0.3127490857513239D+00  0.5622509258036689D+00  0.3127490727583158D+00
  0.1875000000000000D+00  0.9374999999999999D+00  0.1875000000000000D+00
  0.3124999999999999D+00  0.8124999999999999D+00  0.6249999999999999D-01
  0.1875552463905316D+00  0.6874447484997296D+00  0.4374990243903681D+00
  0.6249999999999999D-01  0.5624999999999999D+00  0.5624999999999999D+00
  0.4375000000000000D+00  0.9374999999999999D+00  0.9374999999999999D+00
  0.6249999999999999D-01  0.8124999999999999D+00  0.8124999999999999D+00
  0.4375010020169955D+00  0.6874447600138234D+00  0.6874447533085499D+00
  0.3124999999999999D+00  0.5624999999999999D+00  0.8124999999999999D+00
  0.1875000000000000D+00  0.9374999999999999D+00  0.6874999999999999D+00
  0.3124999999999999D+00  0.8124999999999999D+00  0.5624999999999999D+00
  0.1875000000000000D+00  0.6874999999999999D+00  0.9374999999999999D+00
  0.5624999999999999D+00  0.6249999999999999D-01  0.6249999999999999D-01
  0.9374999999999999D+00  0.4375000000000000D+00  0.4375000000000000D+00
  0.5622509643459761D+00  0.3127490446094036D+00  0.3127490376510030D+00
  0.9374999999999999D+00  0.1875000000000000D+00  0.1875000000000000D+00
  0.8124999999999999D+00  0.6249999999999999D-01  0.3124999999999999D+00
  0.6874447613397122D+00  0.4374990159942188D+00  0.1875552527049344D+00
  0.8124999999999999D+00  0.3124999999999999D+00  0.6249999999999999D-01
  0.6874447506175290D+00  0.1875552504194101D+00  0.4374990184833509D+00
  0.5624999999999999D+00  0.6249999999999999D-01  0.5624999999999999D+00
  0.9374999999999999D+00  0.4375000000000000D+00  0.9374999999999999D+00
  0.5624999999999999D+00  0.3124999999999999D+00  0.8124999999999999D+00
  0.9374999999999999D+00  0.1875000000000000D+00  0.6874999999999999D+00
  0.8124999999999999D+00  0.6249999999999999D-01  0.8124999999999999D+00
  0.6874447545277649D+00  0.4375009921731948D+00  0.6874447532833834D+00
  0.8124999999999999D+00  0.3124999999999999D+00  0.5624999999999999D+00
  0.6874999999999999D+00  0.1875000000000000D+00  0.9374999999999999D+00
  0.5624999999999999D+00  0.5624999999999999D+00  0.6249999999999999D-01
  0.9374999999999999D+00  0.9374999999999999D+00  0.4375000000000000D+00
  0.5624999999999999D+00  0.8124999999999999D+00  0.3124999999999999D+00
  0.9374999999999999D+00  0.6874999999999999D+00  0.1875000000000000D+00
  0.8124999999999999D+00  0.5624999999999999D+00  0.3124999999999999D+00
  0.6874999999999999D+00  0.9374999999999999D+00  0.1875000000000000D+00
  0.8124999999999999D+00  0.8124999999999999D+00  0.6249999999999999D-01
  0.6874447518180949D+00  0.6874447544764518D+00  0.4375009991334777D+00
