  No.   E(hr.)        dos(hr.)         E(eV)          dos(eV)              sum
   2776  -0.58840      0.0000000000    -13.978723      0.0000000000      629.9999999999
   2786  -0.58740      0.0000000000    -13.951512      0.0000000000      629.9999999999
   2796  -0.58640      0.0000000000    -13.924300      0.0000000000      629.9999999999
   2806  -0.58540      0.0000000000    -13.897089      0.0000000000      629.9999999999
   2816  -0.58440      0.0000000000    -13.869878      0.0000000000      629.9999999999
   2826  -0.58340      0.0000000000    -13.842666      0.0000000000      629.9999999999
   2836  -0.58240      0.0000000000    -13.815455      0.0000000000      629.9999999999
   2846  -0.58140      0.0000000000    -13.788243      0.0000000000      629.9999999999
   2856  -0.58040      0.0000000000    -13.761032      0.0000000000      629.9999999999
   2866  -0.57940      0.0000000000    -13.733821      0.0000000000      629.9999999999
   2876  -0.57840      0.0000000000    -13.706609      0.0000000000      629.9999999999
   2886  -0.57740      0.0000000000    -13.679398      0.0000000000      629.9999999999
   2896  -0.57640      0.0000000000    -13.652186      0.0000000000      629.9999999999
   2906  -0.57540      0.0000000000    -13.624975      0.0000000000      629.9999999999
   2916  -0.57440      0.0000000000    -13.597764      0.0000000000      629.9999999999
   2926  -0.57340      0.0000000000    -13.570552      0.0000000000      629.9999999999
   2936  -0.57240      0.0000000000    -13.543341      0.0000000000      629.9999999999
   2946  -0.57140      0.0000000000    -13.516129      0.0000000000      629.9999999999
   2956  -0.57040      0.0000000000    -13.488918      0.0000000000      629.9999999999
   2966  -0.56940      0.0000000000    -13.461707      0.0000000000      629.9999999999
   2976  -0.56840      0.0000000000    -13.434495      0.0000000000      629.9999999999
   2986  -0.56740      0.0000000000    -13.407284      0.0000000000      629.9999999999
   2996  -0.56640      0.0000000000    -13.380072      0.0000000000      629.9999999999
   3006  -0.56540      0.0000000000    -13.352861      0.0000000000      629.9999999999
   3016  -0.56440      0.0000000000    -13.325650      0.0000000000      629.9999999999
   3026  -0.56340      0.0000000000    -13.298438      0.0000000000      629.9999999999
   3036  -0.56240      0.0000000000    -13.271227      0.0000000000      629.9999999999
   3046  -0.56140      0.0000000000    -13.244015      0.0000000000      629.9999999999
   3056  -0.56040      0.0000000000    -13.216804      0.0000000000      629.9999999999
