  iter_ion, iter_total, etotal, forcmx
     1      17    -4351.4410576360        0.0000000000
     2      28    -4351.4410576374        0.0000000000
     3      38    -4351.4410576233        0.0000000000
     4      49    -4351.4410576382        0.0000000000
     5      60    -4351.4410576380        0.0000000000
     6      71    -4351.4410576382        0.0000000000
     7      82    -4351.4410576378        0.0000000000
     8      93    -4351.4410576382        0.0000000000
     9     104    -4351.4410576379        0.0000000000
    10     115    -4351.4410576382        0.0000000000
    11     126    -4351.4410576379        0.0000000000
    12     137    -4351.4410576382        0.0000000000
    13     148    -4351.4410576378        0.0000000000
    14     159    -4351.4410576382        0.0000000000
    15     170    -4351.4410576380        0.0000000000
    16     181    -4351.4410576381        0.0000000000
    17     192    -4351.4410576379        0.0000000000
    18     203    -4351.4410576382        0.0000000000
    19     214    -4351.4410576378        0.0000000000
    20     225    -4351.4410576382        0.0000000000
    21     236    -4351.4410576379        0.0000000000
    22     247    -4351.4410576382        0.0000000000
    23     258    -4351.4410576379        0.0000000000
    24     269    -4351.4410576382        0.0000000000
    25     280    -4351.4410576377        0.0000000000
    26     291    -4351.4410576382        0.0000000000
    27     302    -4351.4410576379        0.0000000000
    28     313    -4351.4410576382        0.0000000000
    29     324    -4351.4410576379        0.0000000000
    30     335    -4351.4410576381        0.0000000000
    31     346    -4351.4410576378        0.0000000000
    32     357    -4351.4410576381        0.0000000000
    33     368    -4351.4410576379        0.0000000000
    34     379    -4351.4410576382        0.0000000000
    35     390    -4351.4410576380        0.0000000000
    36     401    -4351.4410576382        0.0000000000
    37     412    -4351.4410576377        0.0000000000
    38     423    -4351.4410576382        0.0000000000
    39     434    -4351.4410576379        0.0000000000
    40     445    -4351.4410576381        0.0000000000
    41     456    -4351.4410576379        0.0000000000
    42     467    -4351.4410576382        0.0000000000
    43     478    -4351.4410576378        0.0000000000
    44     489    -4351.4410576382        0.0000000000
    45     500    -4351.4410576379        0.0000000000
    46     511    -4351.4410576382        0.0000000000
    47     522    -4351.4410576379        0.0000000000
    48     533    -4351.4410576382        0.0000000000
    49     544    -4351.4410576376        0.0000000000
    50     555    -4351.4410576382        0.0000000000
    51     566    -4351.4410576379        0.0000000000
    52     577    -4351.4410576381        0.0000000000
    53     588    -4351.4410576379        0.0000000000
    54     599    -4351.4410576381        0.0000000000
    55     610    -4351.4410576377        0.0000000000
    56     621    -4351.4410576382        0.0000000000
    57     632    -4351.4410576379        0.0000000000
    58     643    -4351.4410576381        0.0000000000
    59     654    -4351.4410576379        0.0000000000
    60     665    -4351.4410576382        0.0000000000
    61     676    -4351.4410576377        0.0000000000
    62     687    -4351.4410576382        0.0000000000
    63     698    -4351.4410576379        0.0000000000
    64     709    -4351.4410576382        0.0000000000
    65     720    -4351.4410576379        0.0000000000
    66     731    -4351.4410576381        0.0000000000
    67     742    -4351.4410576376        0.0000000000
    68     753    -4351.4410576382        0.0000000000
    69     764    -4351.4410576379        0.0000000000
    70     775    -4351.4410576381        0.0000000000
    71     786    -4351.4410576378        0.0000000000
    72     797    -4351.4410576381        0.0000000000
    73     808    -4351.4410576377        0.0000000000
    74     819    -4351.4410576382        0.0000000000
    75     830    -4351.4410576379        0.0000000000
    76     841    -4351.4410576382        0.0000000000
    77     852    -4351.4410576379        0.0000000000
    78     863    -4351.4410576382        0.0000000000
