 --- primitive lattice vectors ---
  25.2786732532   0.0000000000   0.0000000000
   0.0000000000  25.2786732532   0.0000000000
   0.0000000000   0.0000000000  25.2786732532
 --- Equilibrium position and mass of each atom---
 Natom=   64
     1   1.5799170780   1.5799170780   1.5799170780    51196.42125 Sn  
     1   0.1603916796 -0.0580783737 -0.0198748416
     2  -0.0089359018  0.0094755757  0.0005683831
     3  -0.0068241785  0.2289795580  0.0163108179
     4  -0.0081447025 -0.0258726412  0.0151469339
     5   0.0104133827 -0.1441358328 -0.0649368765
     6  -0.0074424378  0.0240700426  0.0013196028
     7  -0.1641436961 -0.0267840442  0.0686709831
     8   0.0245106131 -0.0076832218 -0.0168106175
     9  -0.1573804552 -0.0820970304 -0.0200832243
    10   0.0150451927  0.0182328329  0.0004379997
    11   0.0171576194 -0.0888027084  0.0163135807
    12  -0.0168848665 -0.0017200990  0.0151076329
    13  -0.0133582631  0.1738787895 -0.0650593860
    14   0.0013923322  0.0001589861  0.0012207181
    15   0.1538752257 -0.0030359572  0.0687090911
    16   0.0006297907 -0.0165200007 -0.0168807824
    17   0.1575860891 -0.0580789204 -0.0097920033
    18  -0.0148235170  0.0095042738 -0.0247795454
    19  -0.0171088025  0.2291497231  0.0133888197
    20   0.0170064851 -0.0257150824  0.0090461650
    21   0.0135099662 -0.1441060108 -0.0753378043
    22  -0.0012650709  0.0240202124  0.0263124820
    23  -0.1538620962 -0.0269261495  0.0715851109
    24  -0.0007399241 -0.0078657603 -0.0108295908
    25  -0.1604458152 -0.0820594087 -0.0096371064
    26   0.0088212821  0.0181872923 -0.0245255539
    27   0.0069039816 -0.0890257169  0.0133652256
    28   0.0082844383 -0.0019739380  0.0090458475
    29  -0.0106170734  0.1738458137 -0.0750914296
    30   0.0072609988  0.0001528526  0.0265416366
    31   0.1640607070 -0.0028235093  0.0715517783
    32  -0.0244419195 -0.0163526050 -0.0108635241
    33   0.1605418356  0.0821836320  0.0095844684
    34  -0.0088733977 -0.0181497970  0.0245754753
    35  -0.0068130129  0.0889211141 -0.0133495121
    36  -0.0082459064  0.0019358113 -0.0090993404
    37   0.0105944967 -0.1737872119  0.0752152588
    38  -0.0073255027 -0.0001685376 -0.0265568250
    39  -0.1641778733  0.0026366645 -0.0716603751
    40   0.0244283444  0.0163357531  0.0108541185
    41  -0.1575426409  0.0582066284  0.0097884553
    42   0.0148687082 -0.0095286863  0.0247402601
    43   0.0171474913 -0.2291784092 -0.0133747360
    44  -0.0169927165  0.0257647483 -0.0090409500
    45  -0.0136145306  0.1442401086  0.0753844683
    46   0.0012094865 -0.0239630198 -0.0263858555
    47   0.1537903693  0.0268562861 -0.0716399479
    48   0.0006457899  0.0078746762  0.0108419331
    49   0.1574009368  0.0821467389  0.0200414037
    50  -0.0150571453 -0.0182245628 -0.0004590762
    51  -0.0171199217  0.0887341664 -0.0163017601
    52   0.0169844187  0.0017666990 -0.0150094454
    53   0.0133466909 -0.1737719673  0.0650505314
    54  -0.0014660325 -0.0001066227 -0.0012007377
    55  -0.1538634063  0.0028328838 -0.0686539011
    56  -0.0007325556  0.0164597617  0.0169536315
    57  -0.1602596978  0.0581259240  0.0198890177
    58   0.0090421762 -0.0094252899 -0.0005738275
    59   0.0068763124 -0.2290657476 -0.0162918864
    60   0.0081480497  0.0258856620 -0.0151216001
    61  -0.0104761658  0.1441968771  0.0648917369
    62   0.0074522740 -0.0240341320 -0.0013822605
    63   0.1640975907  0.0267261935 -0.0686846199
    64  -0.0245343925  0.0076637172  0.0168354431
 n=    88 A   IR&R
     hbarW=  0.11227440E-02 Ha =  0.30551417E-01 eV; nu=  0.24641382E+03 cm^-1
     1  -0.0616274616 -0.1412828869  0.0128633646
     2   0.0247246780 -0.0142049717 -0.0531494404
     3   0.0087359684  0.0731089227 -0.0150713848
     4   0.0120931121  0.0068943920  0.0730979174
     5  -0.0065060775  0.0465205474 -0.1325580675
     6  -0.0319818369  0.0484382312 -0.0020855874
     7   0.0594075308  0.0216101509  0.1347917085
     8  -0.0046957629 -0.0411068592 -0.0178067285
     9   0.0728515518 -0.1395216813  0.0128143266
    10  -0.0168756422  0.0420659926 -0.0531532965
    11   0.0069364435  0.2076810274 -0.0150204569
    12  -0.0441139032 -0.0347499425  0.0731063371
    13  -0.0047209781 -0.0880287850 -0.1325403525
    14   0.0242626793  0.0900369170 -0.0021209844
    15  -0.0751231991  0.0198790647  0.1348034943
    16   0.0368880432 -0.0973485824 -0.0178588623
    17  -0.0729271906 -0.1413070895  0.0285618727
    18   0.0169936191 -0.0141471248 -0.0852853946
    19  -0.0070090867  0.0731608848 -0.0263546912
    20   0.0441938608  0.0069035507  0.0652928166
    21   0.0048330876  0.0465366298 -0.1482951641
    22  -0.0241769281  0.0483864180  0.0300191340
    23   0.0751911098  0.0216452627  0.1460895007
    24  -0.0368509977 -0.0411420002 -0.0101279844
    25   0.0615669188 -0.1395192352  0.0285983541
    26  -0.0246592282  0.0420287311 -0.0852749415
    27  -0.0087610034  0.2076716429 -0.0263783655
    28  -0.0119395254 -0.0347596562  0.0653858997
    29   0.0064644909 -0.0880826662 -0.1483177769
    30   0.0319721795  0.0900980481  0.0300155921
    31  -0.0593909240  0.0199033784  0.1460578283
    32   0.0047870423 -0.0973483992 -0.0100503452
    33  -0.0616187373  0.1395715455 -0.0286241973
    34   0.0245917222 -0.0420229010  0.0852441263
    35   0.0087417402 -0.2076700578  0.0263273927
    36   0.0119527857  0.0347852317 -0.0653726788
    37  -0.0064807722  0.0880395798  0.1482898299
    38  -0.0319766915 -0.0900769562 -0.0299674444
    39   0.0593640874 -0.0199188941 -0.1460643615
    40  -0.0047475792  0.0973847553  0.0100304952
    41   0.0728945537  0.1412971457 -0.0285464104
    42  -0.0170002544  0.0141552989  0.0852704280
    43   0.0070129769 -0.0731544593  0.0263452655
    44  -0.0441914041 -0.0069136563 -0.0653099813
    45  -0.0048089817 -0.0464974456  0.1482793568
    46   0.0242584052 -0.0483972657 -0.0300062134
    47  -0.0751325311 -0.0216354248 -0.1460509419
    48   0.0368256432  0.0411287979  0.0101098207
    49  -0.0729103636  0.1395483040 -0.0127811058
    50   0.0168507857 -0.0420431933  0.0531882514
    51  -0.0070121804 -0.2077629352  0.0150610956
    52   0.0440960538  0.0347254364 -0.0730699517
    53   0.0047228074  0.0880469247  0.1325498039
    54  -0.0242736043 -0.0900281870  0.0021170039
    55   0.0751328796 -0.0198897229 -0.1347601887
    56  -0.0368171741  0.0973705198  0.0178266913
    57   0.0616630502  0.1412838734 -0.0128641428
    58  -0.0247373013  0.0141878681  0.0531193849
    59  -0.0087319951 -0.0731117668  0.0150769907
    60  -0.0121593478 -0.0068845300 -0.0730757357
    61   0.0065332830 -0.0465116192  0.1325035672
    62   0.0319962476 -0.0484754075  0.0020904820
    63  -0.0593913082 -0.0216424879 -0.1347734116
    64   0.0047013720  0.0411213856  0.0177837069
 n=    89 A   IR&R
     hbarW=  0.11227499E-02 Ha =  0.30551577E-01 eV; nu=  0.24641512E+03 cm^-1
     1  -0.0385861487  0.0114596952 -0.1395513181
     2  -0.0014887305  0.0196456276  0.0869253620
     3  -0.0499528435  0.0076943004  0.1317007108
     4  -0.0027588986 -0.0276233557 -0.0776181727
     5   0.0577503138  0.1703472880 -0.0385426966
     6  -0.0065008049 -0.0761355010  0.0169468433
     7   0.0307717770 -0.1895414145  0.0463169870
     8   0.0108558366  0.0841534155 -0.0262779597
     9   0.0243305878 -0.0897873803 -0.1395246571
    10   0.0009097704  0.0333190895  0.0870140644
    11   0.0513448443  0.0706499379  0.1317165203
    12  -0.0164127228 -0.0252832015 -0.0775781435
    13  -0.0434730981  0.1074434665 -0.0384937527
    14   0.0070668036 -0.0785453234  0.0169270184
    15  -0.0321707664 -0.0882422279  0.0463907921
    16   0.0083975390  0.0705368979 -0.0263027006
    17  -0.0244066907  0.0114452530 -0.1381092633
    18  -0.0009379420  0.0196641454  0.0677335578
    19  -0.0512827849  0.0076523598  0.1459681714
    20   0.0164843144 -0.0277174336 -0.0770867000
    21   0.0434694147  0.1704160842 -0.0398786858
    22  -0.0071344413 -0.0761723037  0.0362303043
    23   0.0321862059 -0.1894712673  0.0321355909
    24  -0.0084204296  0.0841679031 -0.0268512880
    25   0.0386569912 -0.0897806012 -0.1381647263
    26   0.0014749403  0.0332977463  0.0676781970
    27   0.0498635356  0.0706757294  0.1459670763
    28   0.0028111678 -0.0252625557 -0.0770402494
    29  -0.0576943148  0.1073669059 -0.0399658765
    30   0.0065691996 -0.0785466609  0.0361670341
    31  -0.0307935033 -0.0883157374  0.0320554293
    32  -0.0108358873  0.0705260035 -0.0268432328
    33  -0.0386381950  0.0897873790  0.1381731127
    34  -0.0014463545 -0.0333059460 -0.0676648724
    35  -0.0498923876 -0.0706843768 -0.1459779556
    36  -0.0028476248  0.0252750939  0.0770480696
    37   0.0577208340 -0.1073689720  0.0399502473
    38  -0.0065956857  0.0785321882 -0.0362087850
    39   0.0308032408  0.0882867954 -0.0320759694
    40   0.0108419274 -0.0705419197  0.0268285620
    41   0.0243824588 -0.0114314525  0.1381320241
    42   0.0009274866 -0.0196787391 -0.0677294857
    43   0.0512766209 -0.0076644425 -0.1459747311
    44  -0.0164721162  0.0276762077  0.0770823619
    45  -0.0434704529 -0.1703924623  0.0398844534
    46   0.0071176986  0.0761390984 -0.0361885270
    47  -0.0321758365  0.1894637483 -0.0321240112
    48   0.0084226854 -0.0841340900  0.0268407455
    49  -0.0243206322  0.0897901238  0.1395316735
    50  -0.0008970738 -0.0332960299 -0.0869995835
    51  -0.0513245788 -0.0706453999 -0.1317459824
    52   0.0164446370  0.0253548953  0.0775910745
    53   0.0435033152 -0.1074066973  0.0384894856
    54  -0.0070441878  0.0785434283 -0.0169263598
    55   0.0321832525  0.0882279585 -0.0463606852
    56  -0.0084129198 -0.0705207863  0.0262984404
    57   0.0385574689 -0.0114520441  0.1395668522
    58   0.0014448315 -0.0196650742 -0.0869405096
    59   0.0499223973 -0.0077079341 -0.1317164681
    60   0.0027789554  0.0276179383  0.0776015699
    61  -0.0577547866 -0.1703575047  0.0385603617
    62   0.0065230945  0.0761467420 -0.0169398919
    63  -0.0307656805  0.1895495702 -0.0463285151
    64  -0.0108471282 -0.0841574119  0.0263084020
 n=    90 A   IR&R
     hbarW=  0.11227519E-02 Ha =  0.30551633E-01 eV; nu=  0.24641556E+03 cm^-1
     1  -0.0040167634 -0.0479507114  0.0843140742
     2  -0.0008760226  0.0236369423  0.1373339722
     3   0.0093390372  0.0453138955 -0.0950963571
     4  -0.0054131512 -0.0205732045 -0.1358307498
     5   0.0013790629 -0.0910718586 -0.0386801744
     6   0.0039720904 -0.1349857201  0.0181996158
     7  -0.0067925366  0.0936239934  0.0494575250
     8   0.0023488453  0.1319234211 -0.0196255193
     9   0.0058870590 -0.0527233514  0.0842142403
    10   0.0044547732  0.0122076471  0.1373757045
    11   0.0141851942  0.0553631741 -0.0950949901
    12   0.0060949425 -0.0152297300 -0.1358957013
    13  -0.0032756365 -0.1009642328 -0.0386351831
    14  -0.0075860133 -0.1403715425  0.0181726946
    15  -0.0167363386  0.0984246827  0.0495306582
    16  -0.0030558396  0.1434274902 -0.0196853796
    17  -0.0059474859 -0.0479443007  0.1077541930
    18  -0.0044455211  0.0237224767  0.1379864689
    19  -0.0141151798  0.0453941538 -0.0969572271
    20  -0.0061114095 -0.0205665337 -0.1395269577
    21   0.0033501257 -0.0910190762 -0.0621635843
    22   0.0075957056 -0.1350415613  0.0175091403
    23   0.0167412150  0.0936596338  0.0513793632
    24   0.0029358258  0.1318795976 -0.0160744081
    25   0.0040573031 -0.0527103577  0.1078317549
    26   0.0008184949  0.0120956227  0.1380178181
    27  -0.0093952578  0.0552644007 -0.0969761826
    28   0.0054722946 -0.0152583227 -0.1394395290
    29  -0.0015126653 -0.1010414491 -0.0621891626
    30  -0.0040071068 -0.1403240130  0.0175480482
    31   0.0067638527  0.0983948860  0.0513330660
    32  -0.0023265876  0.1434638154 -0.0160374039
    33  -0.0040505939  0.0527392912 -0.1078429219
    34  -0.0008803420 -0.0121436782 -0.1380038033
    35   0.0093891047 -0.0552875210  0.0969941505
    36  -0.0054190390  0.0152042035  0.1394288297
    37   0.0015063422  0.1010492101  0.0622133483
    38   0.0039560622  0.1403381137 -0.0174972632
    39  -0.0067747043 -0.0984381075 -0.0513628895
    40   0.0023481697 -0.1433971943  0.0160360540
    41   0.0059305729  0.0479828138 -0.1077514778
    42   0.0044682850 -0.0236770881 -0.1380459517
    43   0.0141189781 -0.0454083656  0.0969757777
    44   0.0061110412  0.0206192106  0.1394954876
    45  -0.0033555098  0.0910508077  0.0621833960
    46  -0.0075051765  0.1350459805 -0.0175234182
    47  -0.0167385868 -0.0936657184 -0.0514089787
    48  -0.0030131880 -0.1319021060  0.0160855502
    49  -0.0059165416  0.0527564917 -0.0842419132
    50  -0.0044829978 -0.0121961502 -0.1373369996
    51  -0.0141598938 -0.0553940441  0.0950949887
    52  -0.0060506946  0.0152268805  0.1359265905
    53   0.0032964073  0.1010153395  0.0386750812
    54   0.0074993706  0.1403905396 -0.0181694673
    55   0.0167362697 -0.0984609483 -0.0495088150
    56   0.0030741479 -0.1434147927  0.0196722558
    57   0.0040586976  0.0479657566 -0.0843341962
    58   0.0009502787 -0.0236358703 -0.1373515322
    59  -0.0093553816 -0.0453502790  0.0951034190
    60   0.0053690420  0.0205880404  0.1358734974
    61  -0.0013936219  0.0910899061  0.0386792717
    62  -0.0039804477  0.1349188704 -0.0182012088
    63   0.0067901715 -0.0936566159 -0.0494812457
    64  -0.0023697114 -0.1319454882  0.0195737740
 n=    91 A   IR&R
     hbarW=  0.11227535E-02 Ha =  0.30551677E-01 eV; nu=  0.24641592E+03 cm^-1
     1  -0.0036714144  0.0817752315  0.0237122083
     2   0.0098378778  0.1497916845 -0.0224857765
     3  -0.0446025108 -0.0374418420 -0.0270781511
     4   0.0101389143 -0.1538137966  0.0262129760
     5   0.0479968116 -0.0233884743  0.0371698316
     6  -0.0138709394  0.0163414615  0.1598899001
     7   0.0003142403 -0.0209202089 -0.0337791203
     8  -0.0061049102 -0.0123525989 -0.1636418862
     9  -0.0015079422 -0.0089882914  0.0237219224
    10  -0.0074766541  0.1751484741 -0.0224803629
    11   0.0461090848 -0.0353524353 -0.0270680815
    12  -0.0152018752 -0.1710930385  0.0262652819
    13  -0.0428107851 -0.0255294793  0.0371278652
    14   0.0115266842  0.0336835065  0.1598883345
    15  -0.0018663010  0.0698448165 -0.0337800183
    16   0.0112060221 -0.0376979566 -0.1635843949
    17   0.0015673801  0.0817764434  0.0252528400
    18   0.0074442490  0.1497636665 -0.0276142297
    19  -0.0461249750 -0.0374612724 -0.0218833927
    20   0.0152785949 -0.1537904116  0.0238461992
    21   0.0427757506 -0.0233828514  0.0355841241
    22  -0.0114631272  0.0163853786  0.1649761996
    23   0.0018287143 -0.0209639461 -0.0389808920
    24  -0.0111442103 -0.0123264630 -0.1612201267
    25   0.0036251617 -0.0089906654  0.0252201439
    26  -0.0098556437  0.1751488711 -0.0275661769
    27   0.0446154666 -0.0353162140 -0.0218732870
    28  -0.0101697831 -0.1711489499  0.0238318625
    29  -0.0480133165 -0.0255370860  0.0356303592
    30   0.0138602723  0.0336415919  0.1649590503
    31  -0.0003030061  0.0698808903 -0.0389951838
    32   0.0061003122 -0.0376821349 -0.1612571119
    33  -0.0036542577  0.0090042384 -0.0252137462
    34   0.0097992701 -0.1751902210  0.0275489819
    35  -0.0446251563  0.0353255042  0.0218499468
    36   0.0101901096  0.1711091976 -0.0238622150
    37   0.0479680327  0.0254904088 -0.0356583933
    38  -0.0138609383 -0.0336283607 -0.1649668437
    39   0.0002911340 -0.0698395597  0.0389863273
    40  -0.0060745705  0.0377042337  0.1612652436
    41  -0.0015557287 -0.0818155988 -0.0252595817
    42  -0.0074788440 -0.1497495175  0.0275854337
    43   0.0461508081  0.0374717696  0.0218852295
    44  -0.0153091936  0.1538168535 -0.0238689537
    45  -0.0427659526  0.0233784120 -0.0356078060
    46   0.0115316965 -0.0163847631 -0.1649798756
    47  -0.0018245725  0.0209781682  0.0390098097
    48   0.0111291506  0.0123316076  0.1612254463
    49   0.0015308306  0.0089910680 -0.0237091056
    50   0.0074381640 -0.1751614517  0.0225158081
    51  -0.0461331552  0.0353362002  0.0270921642
    52   0.0151963757  0.1711005328 -0.0262274638
    53   0.0427699944  0.0255160366 -0.0371111441
    54  -0.0115377802 -0.0336714010 -0.1598795020
    55   0.0018153878 -0.0697969089  0.0337853272
    56  -0.0111680949  0.0377060602  0.1635997556
    57   0.0037021013 -0.0817785407 -0.0237214473
    58  -0.0098041439 -0.1497749982  0.0225044659
    59   0.0446186480  0.0374569742  0.0270781507
    60  -0.0102030825  0.1538407348 -0.0262014266
    61  -0.0479881270  0.0233657708 -0.0371612219
    62   0.0139125025 -0.0163762694 -0.1598981089
    63  -0.0003268320  0.0209188235  0.0337732021
    64   0.0061030972  0.0123119047  0.1636303438
 n=    92 A   IR&R
     hbarW=  0.11227706E-02 Ha =  0.30552142E-01 eV; nu=  0.24641967E+03 cm^-1
     1  -0.0067452191 -0.1666386216 -0.0437191541
     2  -0.0157242531  0.1119491262  0.0141157663
     3   0.1599477076  0.0119806591  0.0316305973
     4  -0.0575616936 -0.0753989739 -0.0088417661
     5  -0.1478923871  0.0384228442 -0.0067076701
     6   0.0523443621  0.0069056029  0.0543453930
     7  -0.0053306835  0.1162370128  0.0187486668
     8   0.0209618712 -0.0434604206 -0.0596295718
     9  -0.0005455572  0.1364249160 -0.0436925009
    10   0.0196191140  0.0034433408  0.0141096335
    11  -0.1430614364  0.0182119124  0.0316292679
    12   0.0509955545 -0.0399923979 -0.0088735860
    13   0.1551849334  0.0321986270 -0.0066671744
    14  -0.0562269162 -0.0284896703  0.0544187406
    15  -0.0114888469 -0.1868716915  0.0187407027
    16  -0.0143160411  0.0650492389 -0.0596610102
    17   0.0005137827 -0.1666363563 -0.0268630049
    18  -0.0196189329  0.1119415905  0.0075032498
    19   0.1430773238  0.0119827962  0.0389353535
    20  -0.0509844769 -0.0754077255 -0.0127101730
    21  -0.1551730738  0.0384014412 -0.0235199538
    22   0.0562086442  0.0068354904  0.0610410054
    23   0.0115421861  0.1162666136  0.0114368222
    24   0.0142957551 -0.0434307033 -0.0558078552
    25   0.0067860857  0.1364756059 -0.0268210452
    26   0.0157682377  0.0034453305  0.0074673814
    27  -0.1599455699  0.0181811456  0.0389020849
    28   0.0576868520 -0.0399707344 -0.0127531829
    29   0.1479264114  0.0322495268 -0.0235210608
    30  -0.0523156818 -0.0284545164  0.0610407795
    31   0.0053339618 -0.1869037815  0.0114832560
    32  -0.0209524426  0.0650230945 -0.0557439200
    33  -0.0067439288 -0.1364707966  0.0268296003
    34  -0.0157772097 -0.0034035342 -0.0073928799
    35   0.1599607970 -0.0181940722 -0.0388815929
    36  -0.0576694387  0.0399318476  0.0127153224
    37  -0.1478840285 -0.0321818821  0.0235565262
    38   0.0523085461  0.0284414747 -0.0610370553
    39  -0.0053088010  0.1868544536 -0.0114788983
    40   0.0209771393 -0.0649838265  0.0557270385
    41  -0.0005193367  0.1666770077  0.0268794015
    42   0.0196397886 -0.1119687124 -0.0074957900
    43  -0.1430781517 -0.0119816561 -0.0389492795
    44   0.0510122235  0.0754146995  0.0126725168
    45   0.1551442455 -0.0384143593  0.0235388474
    46  -0.0561848925 -0.0068556276 -0.0610252837
    47  -0.0115783452 -0.1162890760 -0.0114744666
    48  -0.0143330752  0.0434264740  0.0558247309
    49   0.0005304960 -0.1364566153  0.0436844410
    50  -0.0195837964 -0.0034065037 -0.0141071807
    51   0.1430950913 -0.0181948678 -0.0316477450
    52  -0.0509646254  0.0399847491  0.0088845644
    53  -0.1551685969 -0.0321986098  0.0066448104
    54   0.0561943561  0.0285244980 -0.0544260784
    55   0.0115286409  0.1868570616 -0.0187593602
    56   0.0143055390 -0.0650402899  0.0596641752
    57   0.0067425205  0.1666375373  0.0437562151
    58   0.0157609935 -0.1119440422 -0.0141164499
    59  -0.1599421078 -0.0120030570 -0.0316595270
    60   0.0575937431  0.0753650225  0.0088128535
    61   0.1478819010 -0.0383920610  0.0066876366
    62  -0.0523905501 -0.0069600731 -0.0543095407
    63   0.0053359828 -0.1162427594 -0.0187217879
    64  -0.0210177463  0.0434706180  0.0595824124
 n=    93 A   IR&R
     hbarW=  0.11228287E-02 Ha =  0.30553723E-01 eV; nu=  0.24643242E+03 cm^-1
     1  -0.0070694330  0.0423046116 -0.0133529877
     2  -0.0934931356  0.1187507243  0.0699174437
     3  -0.0232982256 -0.0077541050 -0.0048563942
     4  -0.2122607825 -0.0462037076 -0.0237862850
     5   0.0415496120  0.0021460713  0.0190254880
     6   0.1661211594  0.0697653373 -0.0934777790
     7  -0.0111786260 -0.0366542891 -0.0007724038
     8   0.1396683966 -0.1423365858  0.0473163191
     9   0.0199014506 -0.0536062373 -0.0133789293
    10   0.0095989842 -0.1295740060  0.0699526053
    11   0.0726135261  0.0191450083 -0.0048998200
    12   0.0360278817  0.0568979712 -0.0237779962
    13  -0.0543757389 -0.0248182644  0.0190248080
    14  -0.0822017308 -0.0333615696 -0.0934840708
    15  -0.0381974263  0.0592689491 -0.0007693294
    16   0.0365644648  0.1060204360  0.0473328468
    17  -0.0199246074  0.0423033914  0.0360610542
    18  -0.0095808257  0.1187935381 -0.1063279554
    19  -0.0726421423 -0.0078448667 -0.0177814362
    20  -0.0360055433 -0.0461720502  0.0601577942
    21   0.0543493017  0.0021562910 -0.0303726214
    22   0.0822265415  0.0697326678  0.0827771791
    23   0.0381585139 -0.0366282426  0.0120919736
    24  -0.0365271223 -0.1423606086 -0.0365795888
    25   0.0070213593 -0.0536917675  0.0359313334
    26   0.0935266611 -0.1294662892 -0.1062732424
    27   0.0232673613  0.0191543543 -0.0177512777
    28   0.2122508341  0.0569514316  0.0601486588
    29  -0.0415219863 -0.0247989448 -0.0303515367
    30  -0.1661306617 -0.0334390738  0.0827528677
    31   0.0112228949  0.0593183677  0.0120943452
    32  -0.1397184778  0.1059891072 -0.0366127693
    33  -0.0070545838  0.0536512268 -0.0359710252
    34  -0.0935141693  0.1294733525  0.1062858848
    35  -0.0232986741 -0.0191515873  0.0177466718
    36  -0.2122381295 -0.0569088847 -0.0601081400
    37   0.0415115559  0.0247797514  0.0303368939
    38   0.1661395078  0.0334334902 -0.0827296526
    39  -0.0111897138 -0.0593371923 -0.0121227541
    40   0.1396870536 -0.1059476109  0.0366204595
    41   0.0199099517 -0.0423125533 -0.0360300494
    42   0.0095885145 -0.1187929330  0.1063054605
    43   0.0726482516  0.0078425922  0.0177682382
    44   0.0360058341  0.0461799767 -0.0601601843
    45  -0.0543594927 -0.0021637502  0.0303495475
    46  -0.0821762333 -0.0697703266 -0.0827440874
    47  -0.0381446368  0.0366552419 -0.0120791717
    48   0.0365248657  0.1423355330  0.0365820050
    49  -0.0199307950  0.0536240258  0.0133639194
    50  -0.0095772459  0.1295559188 -0.0699215060
    51  -0.0726235288 -0.0191478903  0.0048906053
    52  -0.0360572777 -0.0569110569  0.0237419877
    53   0.0544254452  0.0248255028 -0.0189990912
    54   0.0821779895  0.0333372194  0.0934484221
    55   0.0381969502 -0.0592756590  0.0007795302
    56  -0.0365384718 -0.1059908248 -0.0473577390
    57   0.0070854766 -0.0422873235  0.0133712685
    58   0.0934632537 -0.1188301574 -0.0699516634
    59   0.0232758771  0.0077927412  0.0048710414
    60   0.2122710419  0.0462147567  0.0237990750
    61  -0.0415411982 -0.0021425008 -0.0190365280
    62  -0.1660802311 -0.0697469139  0.0934783794
    63   0.0111768125  0.0366565079  0.0007931266
    64  -0.1396282284  0.1423617640 -0.0473084755
 n=    94 A   IR&R
     hbarW=  0.11228378E-02 Ha =  0.30553970E-01 eV; nu=  0.24643442E+03 cm^-1
     1   0.0080754801 -0.0075958120 -0.0279712420
     2  -0.0234168872 -0.0888279868  0.1430621396
     3   0.0610261118 -0.0204010346  0.0030251740
     4  -0.0437455307  0.0396435079 -0.0735735658
     5  -0.0360585763 -0.0050860603  0.0534483735
     6  -0.0258010526 -0.0501628894 -0.1325563171
     7  -0.0330104902  0.0330539656 -0.0284983076
     8   0.0928480377  0.0993739205  0.0630267216
     9  -0.0039427431  0.0604932706 -0.0279361163
    10  -0.0944268671  0.0805377756  0.1431152839
    11  -0.0070330850 -0.0324057011  0.0030168754
    12  -0.2130864009 -0.0313512702 -0.0734722926
    13   0.0319619326  0.0069542711  0.0534512204
    14   0.1436161552  0.0209038149 -0.1325516721
    15  -0.0210577437 -0.0349622552 -0.0284586721
    16   0.1639742799 -0.0700711371  0.0630596253
    17   0.0039627194 -0.0076286933  0.0260346157
    18   0.0943231912 -0.0888338541 -0.1137184443
    19   0.0070398817 -0.0204370463 -0.0011287268
    20   0.2130716940  0.0396327009  0.0442251146
    21  -0.0319558250 -0.0050088309 -0.0005996781
    22  -0.1435781170 -0.0502080015  0.1242434294
    23   0.0209975803  0.0330753332 -0.0243270697
    24  -0.1638439837  0.0993777194 -0.0547407569
    25  -0.0080653610  0.0604497394  0.0261021551
    26   0.0233459705  0.0806150353 -0.1137735916
    27  -0.0610280476 -0.0324813943 -0.0011267590
    28   0.0436776628 -0.0313318076  0.0441929024
    29   0.0360462022  0.0069664651 -0.0006295164
    30   0.0258349504  0.0208028737  0.1242456365
    31   0.0330742370 -0.0349801193 -0.0243813880
    32  -0.0928962249 -0.0700445545 -0.0547414468
    33   0.0081004319 -0.0604240483 -0.0260677060
    34  -0.0234266923 -0.0806384666  0.1137430567
    35   0.0610210697  0.0324382874  0.0011305015
    36  -0.0436947692  0.0313342554 -0.0441943706
    37  -0.0360899230 -0.0069858208  0.0005788789
    38  -0.0257964112 -0.0208079086 -0.1242527307
    39  -0.0330286123  0.0349434718  0.0243411594
    40   0.0929370941  0.0700644218  0.0547277426
    41  -0.0039797857  0.0076120204 -0.0260840308
    42  -0.0943906385  0.0888846483  0.1137576474
    43  -0.0070361413  0.0204198949  0.0011545466
    44  -0.2131020856 -0.0396678471 -0.0442965333
    45   0.0319614378  0.0050537603  0.0006187240
    46   0.1436442635  0.0502469836 -0.1242835466
    47  -0.0209924130 -0.0331191109  0.0243349262
    48   0.1638783089 -0.0993539949  0.0547330792
    49   0.0039506788 -0.0604522037  0.0279386209
    50   0.0943763170 -0.0804861203 -0.1430507415
    51   0.0070158081  0.0324315369 -0.0030258626
    52   0.2131023825  0.0313451937  0.0735336367
    53  -0.0319572738 -0.0069261579 -0.0534381078
    54  -0.1435782843 -0.0208651041  0.1325574086
    55   0.0209738790  0.0350154505  0.0285210041
    56  -0.1639025713  0.0700133849 -0.0630268214
    57  -0.0081014007  0.0076165064  0.0279838743
    58   0.0234201828  0.0888552027 -0.1430792923
    59  -0.0610248721  0.0203585799 -0.0030276049
    60   0.0436841014 -0.0396329844  0.0736015990
    61   0.0360874201  0.0050973046 -0.0534433385
    62   0.0258070923  0.0501206434  0.1325611924
    63   0.0330435456 -0.0330828399  0.0284939185
    64  -0.0928742830 -0.0994024487 -0.0630692481
 n=    95 A   IR&R
     hbarW=  0.11228882E-02 Ha =  0.30555342E-01 eV; nu=  0.24644548E+03 cm^-1
     1   0.1602722501  0.0044886370 -0.0723700844
     2  -0.0211207764 -0.0000620145 -0.0301086398
     3   0.0627107757 -0.0037211272  0.1691917281
     4   0.0352526339  0.0013783738 -0.0276819095
     5  -0.1595048921  0.0089270029  0.0672284891
     6   0.0224978628 -0.0066387974  0.0353660986
     7  -0.0634875500 -0.0096582968 -0.1640510567
     8  -0.0367349407  0.0052759639  0.0225151151
     9   0.1588330610  0.0043366442 -0.0723802528
    10  -0.0303297849  0.0064346255 -0.0301112506
    11   0.0628232830 -0.0051315709  0.1691474786
