 --- primitive lattice vectors ---
  25.2786732532   0.0000000000   0.0000000000
   0.0000000000  25.2786732532   0.0000000000
   0.0000000000   0.0000000000  25.2786732532
 --- Equilibrium position and mass of each atom---
 Natom=   64
     1   1.5799170780   1.5799170780   1.5799170780    51196.42125 Sn  
    26   0.0100004910  0.1610099624 -0.0976874761
    27   0.0063012285 -0.0459057232  0.0247282328
    28   0.0020456586  0.1622421401 -0.1005121620
    29   0.0052241063  0.1208415306 -0.1265005066
    30   0.0014392869 -0.0240582328  0.0130925500
    31  -0.0225922192  0.0914548420 -0.1265411377
    32   0.0105469570 -0.0253732229  0.0103687079
    33   0.0236469443  0.0754450090 -0.0248530301
    34  -0.0099927987 -0.1608837604  0.0975989071
    35  -0.0063679015  0.0459323019 -0.0246759466
    36  -0.0019897976 -0.1622995032  0.1005046041
    37  -0.0052397236 -0.1208196776  0.1264974832
    38  -0.0015711150  0.0240452037 -0.0131510386
    39   0.0225745727 -0.0914631398  0.1265965803
    40  -0.0105066621  0.0254583839 -0.0103475597
    41  -0.0351282288  0.0785130900 -0.0247071413
    42  -0.0033607844 -0.1026895824  0.0975909763
    43  -0.0073958505  0.1079202305 -0.0246738423
    44  -0.0123841200 -0.1013638624  0.1003881636
    45  -0.0063052556 -0.0590259081  0.1265078503
    46  -0.0118174544  0.0851042169 -0.0132749022
    47  -0.0361555030 -0.0884057352  0.1265272642
    48  -0.0039583389  0.0839117491 -0.0104479174
    49   0.0352637601  0.0754554454 -0.0393963496
    50   0.0033670021 -0.1611487677  0.0870605623
    51   0.0073030586  0.0462116486 -0.0394413617
    52   0.0123798363 -0.1623932398  0.0844175934
    53   0.0061403601 -0.1207927366  0.1118496357
    54   0.0118104341  0.0241924385 -0.0236707232
    55   0.0363026953 -0.0914374140  0.1118493637
    56   0.0037995283  0.0255065969 -0.0264324857
    57  -0.0236614302  0.0783605605 -0.0394760029
    58   0.0099940385 -0.1024926747  0.0873174429
    59   0.0062646529  0.1077290253 -0.0395083655
    60   0.0020344456 -0.1012423544  0.0844222558
    61   0.0052114751 -0.0591157215  0.1118269504
    62   0.0014590663  0.0851439696 -0.0235766782
    63  -0.0226051002 -0.0884005918  0.1117718887
    64   0.0106112607  0.0838603207 -0.0264474164
 n=    23 A   IR&R
     hbarW=  0.26910936E-03 Ha =  0.73228380E-02 eV; nu=  0.59062678E+02 cm^-1
     1   0.0853205760 -0.0054760276 -0.0819108232
     2  -0.0807041766  0.0038664337  0.0916743428
     3  -0.0385968888 -0.0016623357  0.1233889297
     4   0.1129023512 -0.0015341676 -0.0412592155
     5   0.0893089907  0.0006213732 -0.0895651605
     6  -0.0880747445 -0.0041703681  0.1010975791
     7  -0.0424892140 -0.0029749545  0.1158941328
     8   0.1199112879  0.0012165744 -0.0321065972
     9   0.0991913493 -0.0002109557 -0.0819060979
    10  -0.0864961311 -0.0086852005  0.0918929669
    11  -0.0322656163 -0.0040134619  0.1232526205
    12   0.1211637135 -0.0032462246 -0.0412108296
    13   0.0952370839 -0.0018120041 -0.0894210527
    14  -0.0793191931 -0.0058510758  0.1008774007
    15  -0.0283550671  0.0020703083  0.1155918406
    16   0.1142009297 -0.0112732291 -0.0319300309
    17  -0.0993054504 -0.0053633790  0.0986105100
    18   0.0864223236  0.0038697497 -0.0976073326
    19   0.0324467026 -0.0015682155 -0.1065219014
    20  -0.1211862713 -0.0018199657  0.0353353085
    21  -0.0953666518  0.0006158615  0.0910798251
    22   0.0795378502 -0.0043591269 -0.0886522702
    23   0.0285123674 -0.0034190144 -0.1141535530
    24  -0.1140799284  0.0013385932  0.0444788792
    25  -0.0851674023 -0.0001004922  0.0986292341
    26   0.0807429435 -0.0089844638 -0.0977972097
    27   0.0383838800 -0.0041135101 -0.1063831343
    28  -0.1127839813 -0.0033263521  0.0352234563
    29  -0.0891094057 -0.0018214248  0.0909699681
    30   0.0876136526 -0.0058982488 -0.0884352366
    31   0.0423245866  0.0021101138 -0.1139662359
    32  -0.1197543189 -0.0115442898  0.0443729181
    33   0.0851824619  0.0001577284 -0.0987441933
    34  -0.0807219158  0.0089449036  0.0977866545
    35  -0.0382755913  0.0042339037  0.1063925549
    36   0.1127495197  0.0031361235 -0.0352412541
    37   0.0890438931  0.0016888887 -0.0909841057
    38  -0.0875451986  0.0059622360  0.0883839291
    39  -0.0422367582 -0.0020953776  0.1140023913
    40   0.1198574445  0.0115746284 -0.0444089466
    41   0.0992891741  0.0054960242 -0.0985959490
    42  -0.0863441168 -0.0038431028  0.0976389785
    43  -0.0324790344  0.0016230092  0.1066900199
    44   0.1211671956  0.0017753647 -0.0353132622
    45   0.0952608627 -0.0006362587 -0.0911132346
    46  -0.0796261933  0.0043345846  0.0886558123
    47  -0.0284932057  0.0034582035  0.1142167009
    48   0.1141624286 -0.0012660768 -0.0444347162
    49  -0.0991398318  0.0002448176  0.0818732514
    50   0.0863939564  0.0087053814 -0.0917587350
    51   0.0322316979  0.0038498480 -0.1231032983
    52  -0.1211374345  0.0034503087  0.0411771074
    53  -0.0951021609  0.0018561390  0.0893463531
    54   0.0790986012  0.0058202398 -0.1008181130
    55   0.0282251265 -0.0020016555 -0.1155761643
    56  -0.1140225096  0.0112687825  0.0319964550
    57  -0.0852810802  0.0054688405  0.0817705936
    58   0.0806138558 -0.0038716604 -0.0916951740
    59   0.0384786204  0.0015443973 -0.1234198098
    60  -0.1127261300  0.0015120296  0.0413471774
    61  -0.0892489470 -0.0007213928  0.0894843194
    62   0.0878781233  0.0041505345 -0.1010703029
    63   0.0425189212  0.0029477477 -0.1156679973
    64  -0.1198312962 -0.0012369412  0.0319766685
 n=    24 A   IR&R
     hbarW=  0.33738067E-03 Ha =  0.91805950E-02 eV; nu=  0.74046500E+02 cm^-1
     1   0.1052860781  0.0032338000  0.0616250327
     2   0.0633285165 -0.0023870692  0.1091533790
     3  -0.1052915327 -0.0025789331 -0.0607264644
     4  -0.0640190511  0.0026702713 -0.1088269362
     5   0.1117290299 -0.0035031862  0.0607796230
     6   0.0590620708  0.0018510027  0.1081038491
     7  -0.1115245953  0.0017016521 -0.0623086095
     8  -0.0582666010 -0.0037802775 -0.1089267956
     9   0.1059586528  0.0030322406  0.0621586215
    10   0.0639185443 -0.0021100482  0.1093167553
    11  -0.1061630026 -0.0019891812 -0.0610505159
    12  -0.0637607634  0.0029260144 -0.1077551993
    13   0.1115977084 -0.0035530232  0.0611923478
    14   0.0589809203  0.0023016742  0.1084094005
    15  -0.1113394704  0.0017655606 -0.0613671181
    16  -0.0591249514 -0.0035012895 -0.1095433451
    17   0.1062679825  0.0031099330  0.0621826321
    18   0.0643751278 -0.0021245318  0.1094954834
    19  -0.1061350642 -0.0017273670 -0.0609138372
    20  -0.0643221281  0.0036011173 -0.1086038581
    21   0.1113438653 -0.0029503318  0.0605617492
    22   0.0583607917  0.0026661871  0.1079685677
    23  -0.1116302279  0.0027599671 -0.0621566412
    24  -0.0583640474 -0.0025674374 -0.1094900294
    25   0.1068314344  0.0032376110  0.0615396616
    26   0.0648081042 -0.0023480144  0.1091660866
    27  -0.1068862696 -0.0023648508 -0.0610125240
    28  -0.0642024941  0.0033235874 -0.1080289307
    29   0.1112170077 -0.0028346462  0.0612994701
    30   0.0583894231  0.0021085193  0.1087547651
    31  -0.1114097755  0.0026199217 -0.0615526839
    32  -0.0591703080 -0.0027721063 -0.1091314589
    33   0.1068923332  0.0032372591  0.0615002347
    34   0.0648639706 -0.0023222724  0.1091382544
    35  -0.1067864672 -0.0023474562 -0.0610079306
    36  -0.0640820939  0.0034304166 -0.1079738204
    37   0.1114286733 -0.0028233054  0.0612969812
    38   0.0584086724  0.0021531171  0.1087035661
    39  -0.1113982278  0.0026095897 -0.0614994686
    40  -0.0590126633 -0.0027915411 -0.1091823044
    41   0.1064185388  0.0031129995  0.0621935357
    42   0.0642456834 -0.0021018573  0.1094781623
    43  -0.1059274709 -0.0016589068 -0.0609831241
    44  -0.0642302229  0.0035335895 -0.1085306232
    45   0.1114570402 -0.0029003573  0.0607282997
    46   0.0585373294  0.0026235188  0.1077920717
    47  -0.1114305123  0.0026719343 -0.0622096069
    48  -0.0583157865 -0.0025185679 -0.1094539392
    49   0.1059177432  0.0030806249  0.0621171527
    50   0.0638563516 -0.0021803731  0.1094848911
    51  -0.1061553704 -0.0019344710 -0.0611925348
    52  -0.0639349152  0.0029500146 -0.1078365765
    53   0.1115894959 -0.0035647644  0.0611762754
    54   0.0590943634  0.0024032775  0.1084315895
    55  -0.1115150495  0.0017575964 -0.0614721672
    56  -0.0592492007 -0.0035194165 -0.1096890641
    57   0.1053076215  0.0031751651  0.0615703721
    58   0.0633533668 -0.0024064750  0.1092634960
    59  -0.1053786506 -0.0025447300 -0.0608724714
    60  -0.0641278976  0.0026708400 -0.1088470317
    61   0.1116253753 -0.0034693171  0.0607439930
    62   0.0592025477  0.0019152784  0.1082009823
    63  -0.1116939920  0.0015929455 -0.0623345155
    64  -0.0584398506 -0.0037459193 -0.1090426362
 n=    25 A   IR&R
     hbarW=  0.33751178E-03 Ha =  0.91841625E-02 eV; nu=  0.74075274E+02 cm^-1
     1   0.0813605381  0.1203050239  0.0162682030
     2   0.0855191107  0.0991575059  0.0334278448
     3  -0.0804792553 -0.0551085219  0.0215623481
     4  -0.0865637441 -0.0617641665  0.0311322610
     5  -0.0801015905 -0.1208703366 -0.0215122830
     6  -0.0903659348 -0.0983198265 -0.0315701839
     7   0.0792546691  0.0563613941 -0.0165859560
     8   0.0910291397  0.0617785489 -0.0330578157
     9   0.0816193811  0.1202446401  0.0160233777
    10   0.0861933883  0.0988569279  0.0328338691
    11  -0.0812812199 -0.0559363656  0.0218577966
    12  -0.0860847137 -0.0619513791  0.0305700756
    13  -0.0794595231 -0.1207643834 -0.0216611044
    14  -0.0905999590 -0.0985162510 -0.0301285941
    15   0.0788961977  0.0566003004 -0.0157741947
    16   0.0909604433  0.0612392125 -0.0331856863
    17   0.0811996058  0.1202762441  0.0154117424
    18   0.0849768055  0.0989934491  0.0332756003
    19  -0.0816452359 -0.0576507198  0.0214814310
    20  -0.0849610845 -0.0607934341  0.0308065152
    21  -0.0783721819 -0.1200009175 -0.0218481006
    22  -0.0916858283 -0.0999453277 -0.0309088651
    23   0.0791148162  0.0562155213 -0.0162561265
    24   0.0911728440  0.0606826284 -0.0329495237
    25   0.0812624780  0.1203350673  0.0168111406
    26   0.0856266010  0.0993365771  0.0333768266
    27  -0.0821603494 -0.0565914592  0.0218515305
    28  -0.0846510651 -0.0605181622  0.0310202282
    29  -0.0779918469 -0.1196886148 -0.0215136579
    30  -0.0915954036 -0.0996518159 -0.0306488819
    31   0.0788207418  0.0560229258 -0.0158851218
    32   0.0911540470  0.0614294295 -0.0334826312
    33   0.0811805553  0.1203697365  0.0167528139
    34   0.0857658375  0.0994404507  0.0332442448
    35  -0.0821252866 -0.0568379522  0.0217735474
    36  -0.0845853638 -0.0604412751  0.0310288624
    37  -0.0778645320 -0.1197358427 -0.0215658357
    38  -0.0918449139 -0.0997176551 -0.0308687513
    39   0.0788788869  0.0560755477 -0.0159144393
    40   0.0913404861  0.0613731316 -0.0334662679
    41   0.0812157107  0.1204558173  0.0155355058
    42   0.0848255051  0.0990331965  0.0330227662
    43  -0.0815153459 -0.0575808781  0.0215379121
    44  -0.0850048089 -0.0609844204  0.0306277416
    45  -0.0785790085 -0.1199408855 -0.0219085974
    46  -0.0916461435 -0.0999194245 -0.0309928706
    47   0.0792914969  0.0563352892 -0.0163688943
    48   0.0911760954  0.0607611857 -0.0328565064
    49   0.0814206356  0.1204161739  0.0160014290
    50   0.0861869128  0.0987748652  0.0329252877
    51  -0.0811321154 -0.0557569309  0.0219319725
    52  -0.0861737007 -0.0621584752  0.0304773481
    53  -0.0796005423 -0.1209794606 -0.0218223792
    54  -0.0906455339 -0.0983695970 -0.0301953976
    55   0.0787871672  0.0566040120 -0.0157489856
    56   0.0911117779  0.0612546812 -0.0333246082
    57   0.0814853999  0.1204069372  0.0162077575
    58   0.0852808278  0.0992640773  0.0334127858
    59  -0.0805989187 -0.0550897236  0.0215504506
    60  -0.0863625343 -0.0616188685  0.0311283364
    61  -0.0801642179 -0.1206396396 -0.0217057497
    62  -0.0904900613 -0.0983394361 -0.0315847718
    63   0.0792426800  0.0563152085 -0.0165118708
    64   0.0909074693  0.0618408694 -0.0330772152
 n=    26 A   IR&R
     hbarW=  0.33757117E-03 Ha =  0.91857787E-02 eV; nu=  0.74088309E+02 cm^-1
     1  -0.0166849752 -0.0279266992 -0.0621816564
     2   0.0593418111 -0.0783805663 -0.0872280468
     3   0.0174226402 -0.1462580490 -0.0590829796
     4  -0.0596616477 -0.0439085837 -0.0874817887
     5   0.0157774103  0.0273481307  0.0592489245
     6  -0.0625660071  0.0805143985  0.0877198945
     7  -0.0173420855  0.1497342336  0.0638116030
     8   0.0627017120  0.0458035728  0.0876481191
     9  -0.0169316043 -0.0278466998 -0.0656967873
    10   0.0593142803 -0.0799932140 -0.0893761694
    11   0.0173821662 -0.1496622509 -0.0583421339
    12  -0.0595444503 -0.0452140874 -0.0899710537
    13   0.0160935096  0.0275791491  0.0584651116
    14  -0.0629882389  0.0791057523  0.0900554518
    15  -0.0179984850  0.1501495774  0.0639778250
    16   0.0631338536  0.0437618462  0.0893188617
    17  -0.0173590759 -0.0276312930 -0.0657098185
    18   0.0574114929 -0.0788407091 -0.0886044993
    19   0.0169316448 -0.1532559884 -0.0589525394
    20  -0.0572274970 -0.0438143933 -0.0890505123
    21   0.0192534476  0.0276071698  0.0588622559
    22  -0.0641372579  0.0765942191  0.0898622317
    23  -0.0174058649  0.1491580168  0.0641216949
    24   0.0639255650  0.0418630176  0.0892483155
    25  -0.0177414282 -0.0278371931 -0.0621613008
    26   0.0573170170 -0.0773292065 -0.0877086705
    27   0.0169271928 -0.1490600407 -0.0584766268
    28  -0.0571122104 -0.0424479050 -0.0880785725
    29   0.0192241253  0.0281270754  0.0588729730
    30  -0.0642309170  0.0784534252  0.0879349742
    31  -0.0177519388  0.1488836295  0.0639729120
    32   0.0640966090  0.0442156832  0.0876208525
    33  -0.0180091949 -0.0274248511 -0.0623413572
    34   0.0575076765 -0.0773525676 -0.0879069211
    35   0.0170206454 -0.1495725909 -0.0584214594
    36  -0.0572271337 -0.0425249346 -0.0881652971
    37   0.0192886897  0.0277035289  0.0585418297
    38  -0.0645870589  0.0782583550  0.0877599368
    39  -0.0177155607  0.1490099182  0.0638710620
    40   0.0645507305  0.0439328929  0.0875804307
    41  -0.0172086191 -0.0273729609 -0.0654901842
    42   0.0573535680 -0.0789675124 -0.0890600701
    43   0.0170377095 -0.1528306642 -0.0589778480
    44  -0.0570329322 -0.0440287384 -0.0895991149
    45   0.0190947087  0.0280055172  0.0585605833
    46  -0.0639165008  0.0769788703  0.0897415297
    47  -0.0172339426  0.1493342384  0.0639678134
    48   0.0639029030  0.0422111570  0.0891699017
    49  -0.0172172542 -0.0274611462 -0.0654062945
    50   0.0593285921 -0.0803054488 -0.0895204667
    51   0.0173546739 -0.1491327033 -0.0583175390
    52  -0.0596750048 -0.0455011674 -0.0901682752
    53   0.0159832133  0.0272413206  0.0582019254
    54  -0.0632255860  0.0792286752  0.0895122867
    55  -0.0181522478  0.1500335569  0.0637650185
    56   0.0633099789  0.0439698359  0.0888117665
    57  -0.0163619563 -0.0275060306 -0.0623420706
    58   0.0588407346 -0.0781862224 -0.0874657402
    59   0.0173577527 -0.1459740845 -0.0590531009
    60  -0.0591695596 -0.0437175334 -0.0877161217
    61   0.0160668480  0.0277728309  0.0589584913
    62  -0.0624403284  0.0805017837  0.0876150417
    63  -0.0172395106  0.1495736832  0.0636961321
    64   0.0625217429  0.0457579880  0.0874807307
 n=    27 A   IR&R
     hbarW=  0.33774420E-03 Ha =  0.91904870E-02 eV; nu=  0.74126285E+02 cm^-1
     1   0.0796650761 -0.0512303622 -0.0784035013
     2  -0.0515239136 -0.0027763084  0.0043035765
     3  -0.0790944275  0.0561665331 -0.0838064998
     4   0.0510003770 -0.1591522367  0.0006022068
     5  -0.0757415831  0.0512716568  0.0842386733
     6   0.0577478852  0.0022649364 -0.0008667964
     7   0.0760148727 -0.0575585026  0.0772176426
     8  -0.0571628419  0.1580030075 -0.0038571272
     9   0.0797231273 -0.0515560272 -0.0764738737
    10  -0.0516742040 -0.0020106161  0.0051060305
    11  -0.0796425409  0.0580655132 -0.0847592553
    12   0.0514426703 -0.1585188044  0.0021869495
    13  -0.0759729739  0.0509798924  0.0842701064
    14   0.0578853895  0.0033743434 -0.0019545812
    15   0.0767483534 -0.0575376876  0.0778213630
    16  -0.0578084181  0.1590415430 -0.0055891696
    17   0.0795181422 -0.0515800068 -0.0764503195
    18  -0.0506532534 -0.0030009953  0.0048889030
    19  -0.0798578959  0.0591614147 -0.0841099581
    20   0.0508521347 -0.1586455400  0.0014166105
    21  -0.0768085128  0.0517776296  0.0841504746
    22   0.0579553485  0.0036452089 -0.0018380453
    23   0.0760128604 -0.0575366585  0.0773594022
    24  -0.0581889806  0.1597497220 -0.0051641818
    25   0.0796194644 -0.0513065065 -0.0783597716
    26  -0.0507942740 -0.0037704651  0.0043467123
    27  -0.0803077150  0.0569945665 -0.0845016375
    28   0.0512163655 -0.1593489819  0.0011838571
    29  -0.0769349651  0.0519273140  0.0843023195
    30   0.0580071633  0.0022413312 -0.0009818835
    31   0.0765955863 -0.0576474965  0.0774858932
    32  -0.0587018082  0.1587881335 -0.0042957712
    33   0.0796670961 -0.0514621223 -0.0783846858
    34  -0.0507313536 -0.0037074740  0.0044150874
    35  -0.0803201434  0.0572120536 -0.0844708261
    36   0.0513021956 -0.1593061292  0.0012761180
    37  -0.0769192127  0.0520643066  0.0844115014
    38   0.0581169169  0.0023473418 -0.0009118611
    39   0.0765690388 -0.0577157009  0.0776071065
    40  -0.0587898799  0.1589093268 -0.0042672162
    41   0.0794984703 -0.0517110496 -0.0765459766
    42  -0.0507249946 -0.0029193625  0.0051397259
    43  -0.0798523296  0.0590764588 -0.0841368000
    44   0.0507716805 -0.1586844461  0.0016322388
    45  -0.0768048837  0.0516371185  0.0843199686
    46   0.0579805814  0.0034216208 -0.0019338887
    47   0.0761525953 -0.0576425477  0.0773558053
    48  -0.0582073866  0.1596925347 -0.0051119864
    49   0.0797481138 -0.0517056868 -0.0766028642
    50  -0.0515874593 -0.0018491446  0.0051578286
    51  -0.0794583401  0.0578695091 -0.0848089550
    52   0.0514357046 -0.1583237835  0.0021507509
    53  -0.0757905249  0.0510708205  0.0842686554
    54   0.0579949991  0.0033905315 -0.0018524949
    55   0.0766693419 -0.0575405994  0.0777670534
    56  -0.0576922139  0.1589282895 -0.0054821095
    57   0.0796583537 -0.0513337915 -0.0783531768
    58  -0.0513894594 -0.0029187155  0.0043498088
    59  -0.0791241068  0.0560301837 -0.0838557809
    60   0.0507634721 -0.1592349606  0.0006806056
    61  -0.0758761188  0.0510303686  0.0842727999
    62   0.0577357057  0.0022208892 -0.0008289888
    63   0.0760568334 -0.0574606457  0.0771927517
    64  -0.0571821683  0.1578952114 -0.0039052916
 n=    28 A   IR&R
     hbarW=  0.33788365E-03 Ha =  0.91942817E-02 eV; nu=  0.74156891E+02 cm^-1
     1  -0.0754553682  0.1058066786 -0.0194906792
     2   0.0765421914 -0.1119148474  0.0459900289
     3   0.0744866809  0.0414824340 -0.1084846587
     4  -0.0763330928 -0.0155406318  0.1012814732
     5   0.0207477622 -0.1058017129  0.1080983464
     6   0.0116948009  0.1113290554 -0.1014063185
     7  -0.0209571327 -0.0421047685  0.0193402442
     8  -0.0130116740  0.0155601180 -0.0469656933
     9  -0.0750402968  0.1061902195 -0.0183964685
    10   0.0765917161 -0.1113583476  0.0476678354
    11   0.0755023179  0.0420491853 -0.1084576410
    12  -0.0769091923 -0.0151254830  0.1016274807
    13   0.0211368242 -0.1061136951  0.1086979390
    14   0.0128959881  0.1115849678 -0.1015189615
    15  -0.0207894194 -0.0421134403  0.0184760708
    16  -0.0125908502  0.0156391329 -0.0467668508
    17  -0.0755403358  0.1066275670 -0.0188481044
    18   0.0769967840 -0.1113682546  0.0462824775
    19   0.0751000357  0.0429710733 -0.1080972373
    20  -0.0767897375 -0.0161012351  0.1017634113
    21   0.0198742244 -0.1064222253  0.1081300351
    22   0.0127309806  0.1119027743 -0.1015689328
    23  -0.0203616224 -0.0421177877  0.0193088945
    24  -0.0129109252  0.0160336520 -0.0470813423
    25  -0.0749816567  0.1062667231 -0.0189516271
    26   0.0771127707 -0.1117868659  0.0471133919
    27   0.0758798499  0.0421561891 -0.1088181684
    28  -0.0772499460 -0.0164066048  0.1010639971
    29   0.0204559552 -0.1063337335  0.1088122572
    30   0.0136253862  0.1116580197 -0.1015703307
    31  -0.0202315353 -0.0421084838  0.0183269285
    32  -0.0125956341  0.0159629802 -0.0465452628
    33  -0.0748018249  0.1061473014 -0.0188964992
    34   0.0769580411 -0.1118376650  0.0472516419
    35   0.0759419002  0.0422371024 -0.1087612265
    36  -0.0771568622 -0.0164341659  0.1010817635
    37   0.0203714495 -0.1062838470  0.1087945201
    38   0.0138462417  0.1116540470 -0.1014595293
    39  -0.0201426749 -0.0421669068  0.0183368149
    40  -0.0126980829  0.0159185187 -0.0464652229
    41  -0.0757215057  0.1065470423 -0.0188989638
    42   0.0770905901 -0.1112876845  0.0464205670
    43   0.0749346402  0.0428135951 -0.1080866620
    44  -0.0768879636 -0.0159050130  0.1018583507
    45   0.0199830731 -0.1064999352  0.1081421002
    46   0.0125110823  0.1118781291 -0.1013915359
    47  -0.0206224533 -0.0420803623  0.0194467517
    48  -0.0128404912  0.0159595618 -0.0471259295
    49  -0.0747763172  0.1060807703 -0.0184060789
    50   0.0764927360 -0.1113407582  0.0476039220
    51   0.0754568960  0.0418199525 -0.1084115312
    52  -0.0766707574 -0.0151041707  0.1017713175
    53   0.0212455474 -0.1060075281  0.1088332223
    54   0.0129364463  0.1113614338 -0.1013923893
    55  -0.0204571601 -0.0420597136  0.0186295658
    56  -0.0127112090  0.0154924215 -0.0466097832
    57  -0.0756622860  0.1056770466 -0.0193995149
    58   0.0767352322 -0.1118872079  0.0460202064
    59   0.0745661573  0.0413036133 -0.1084481835
    60  -0.0765163811 -0.0155478773  0.1012923955
    61   0.0207237001 -0.1058978065  0.1081798219
    62   0.0116046262  0.1113662879 -0.1013785400
    63  -0.0210952289 -0.0420763193  0.0193252686
    64  -0.0127187158  0.0156205367 -0.0467962715
 n=    29 A   IR&R
     hbarW=  0.33791739E-03 Ha =  0.91951998E-02 eV; nu=  0.74164296E+02 cm^-1
     1   0.0331827306  0.0456189406 -0.1300723556
     2  -0.0893813112 -0.0525900827  0.0905268529
     3  -0.0323468143  0.0241540909  0.0688566232
     4   0.0887393564 -0.0075228194 -0.0198099751
     5   0.0778095714 -0.0452660862 -0.0684392355
     6  -0.1094305189  0.0520659530  0.0197054755
     7  -0.0774586015 -0.0250798810  0.1287993600
     8   0.1093710334  0.0074228091 -0.0895850644
     9   0.0324196495  0.0454002133 -0.1285420220
    10  -0.0889123826 -0.0521637896  0.0902902399
    11  -0.0331305863  0.0250818082  0.0688650245
    12   0.0895950570 -0.0071997609 -0.0196240568
    13   0.0783229405 -0.0456388562 -0.0693091974
    14  -0.1099868165  0.0527857533  0.0197256032
    15  -0.0776521246 -0.0249969933  0.1298098130
    16   0.1097536216  0.0078063698 -0.0912995480
    17   0.0329078125  0.0455302868 -0.1291438003
    18  -0.0889449889 -0.0527317372  0.0908432324
    19  -0.0323092159  0.0262948093  0.0686678752
    20   0.0883069334 -0.0080974137 -0.0194259616
    21   0.0766496792 -0.0456896736 -0.0686316138
    22  -0.1085950378  0.0533021750  0.0193878058
    23  -0.0774415954 -0.0253064960  0.1290869781
    24   0.1087750600  0.0082508359 -0.0904225708
    25   0.0321913293  0.0457018454 -0.1295487251
    26  -0.0885894026 -0.0532016805  0.0900752946
    27  -0.0329710019  0.0252573098  0.0691325975
    28   0.0891466959 -0.0083906624 -0.0202266013
    29   0.0772734556 -0.0455262028 -0.0692439928
    30  -0.1092145361  0.0524630412  0.0201469244
    31  -0.0776086753 -0.0253357389  0.1295359336
    32   0.1092103073  0.0077389093 -0.0905917501
    33   0.0321568576  0.0456038331 -0.1294896920
    34  -0.0884845775 -0.0531440719  0.0899983694
    35  -0.0329627194  0.0252869044  0.0690846513
    36   0.0891355893 -0.0083504087 -0.0201468100
    37   0.0771376117 -0.0454258494 -0.0691432617
    38  -0.1091147862  0.0524821144  0.0201252017
    39  -0.0775376285 -0.0253402523  0.1295158640
    40   0.1090324210  0.0077465728 -0.0904290008
    41   0.0327592303  0.0454174087 -0.1290103972
    42  -0.0888612978 -0.0526834169  0.0908449662
    43  -0.0321636386  0.0262014893  0.0687317198
    44   0.0882087809 -0.0080528524 -0.0193289069
    45   0.0766099216 -0.0457363496 -0.0685698374
    46  -0.1085308736  0.0531639857  0.0193835747
    47  -0.0773588206 -0.0252844021  0.1290095785
    48   0.1087932648  0.0081489444 -0.0903043894
    49   0.0325097486  0.0453172695 -0.1286491272
    50  -0.0889990088 -0.0520534164  0.0903482154
    51  -0.0331217705  0.0249951977  0.0689362254
    52   0.0895657884 -0.0071988562 -0.0197461702
    53   0.0783679399 -0.0455852994 -0.0692746600
    54  -0.1100294973  0.0527700864  0.0198239646
    55  -0.0776904136 -0.0248956415  0.1298004586
    56   0.1097265063  0.0076941269 -0.0911870926
    57   0.0331511379  0.0454296610 -0.1300176591
    58  -0.0893148588 -0.0525306355  0.0905636413
    59  -0.0324426637  0.0240852302  0.0689196329
    60   0.0887461019 -0.0074952577 -0.0198171530
    61   0.0778500331 -0.0453216118 -0.0685043043
    62  -0.1094947321  0.0519914257  0.0198029886
    63  -0.0775001778 -0.0250797176  0.1288261324
    64   0.1094322233  0.0074062016 -0.0896375713
 n=    30 A   IR&R
     hbarW=  0.34290465E-03 Ha =  0.93309100E-02 eV; nu=  0.75258873E+02 cm^-1
     1   0.0189640883 -0.0028724940  0.0187053539
     2   0.0341836595 -0.0062790938  0.0067924724
     3   0.1068094638 -0.0078215528  0.1335631849
     4  -0.1184670617 -0.0053612204 -0.1216129536
     5   0.0258901270  0.0003365263  0.0284525858
     6   0.0125167929 -0.0068373766  0.0403283706
     7  -0.1364797287 -0.0086556192 -0.1069156816
     8   0.1159823738 -0.0066684345  0.1255197892
     9  -0.0354363780  0.0007416672 -0.0185225059
    10  -0.0438970659 -0.0018010754 -0.0075330073
    11  -0.1080685669  0.0022661613 -0.1334863071
    12   0.1280003402  0.0029640764  0.1219636102
    13  -0.0210537863  0.0016273361 -0.0284362119
    14  -0.0101157667 -0.0028044654 -0.0406846889
    15   0.1340742016 -0.0060886641  0.1068151693
    16  -0.1231809249 -0.0041468250 -0.1247505957
    17   0.0342866578  0.0030104543  0.0284336796
    18   0.0445476771  0.0060149603  0.0154699035
    19   0.1092540537  0.0068620673  0.1369539730
    20  -0.1286106812  0.0060737210 -0.1171365277
    21   0.0209143880 -0.0006364761  0.0256931926
    22   0.0097821364  0.0071025904  0.0378222149
    23  -0.1340164546  0.0094443740 -0.1083697343
    24   0.1237495322  0.0061553843  0.1217093771
    25  -0.0199257230 -0.0001286655 -0.0282657262
    26  -0.0336468735  0.0012711932 -0.0162223354
    27  -0.1059163448 -0.0026428782 -0.1369796637
    28   0.1179601427 -0.0027896856  0.1174174693
    29  -0.0259440819 -0.0019710475 -0.0256764691
    30  -0.0130590862  0.0033714359 -0.0382174940
    31   0.1366606221  0.0066971845  0.1082109310
    32  -0.1156508796  0.0036185914 -0.1209294321
    33  -0.0200430619 -0.0002617814 -0.0283404942
    34  -0.0336106074  0.0014101983 -0.0160998342
    35  -0.1058712857 -0.0026395266 -0.1369302489
    36   0.1178544855 -0.0027971219  0.1174793144
