 --- primitive lattice vectors ---
    13  -0.0756907000  0.0221704612 -0.0659919049
    14  -0.0925533136 -0.0048033062 -0.0411323737
    15  -0.0330281212  0.1109465888 -0.0901804295
    16  -0.1105591795  0.0167338519 -0.0938612434
    17  -0.0412327045  0.0003080450 -0.0532078125
    18   0.0597628777  0.1082740206 -0.0162763892
    19   0.1473352911  0.1099460697  0.0455795634
    20   0.1040464067  0.1112584584  0.0156629659
    21  -0.0114357226  0.1240578262 -0.0966524933
    22   0.1108940110  0.1302475436  0.0193534569
    23   0.1033009193  0.1152191371  0.0250003763
    24   0.0926532497  0.0809869167  0.0449581065
    25  -0.0001285607  0.0304696524 -0.0593742525
    26   0.0165368436  0.0856878511 -0.0668103852
    27   0.0471962006 -0.1016187899  0.0802323369
    28   0.0327006360  0.0146303975  0.0176021435
    29  -0.0617789189  0.0160992851 -0.0751111193
    30  -0.0458434602 -0.0567326800  0.0083910294
    31   0.1061402543  0.0891471444  0.0182580294
    32   0.1083063087  0.0080682194  0.0998543025
    33   0.0001054814 -0.0269162812  0.0531696209
    34  -0.0298187338 -0.0249979802  0.0132408005
    35  -0.0339119026  0.0486332660 -0.0185421375
    36  -0.0362306570 -0.0164586046 -0.0191325849
    37   0.0184543120 -0.0223701802  0.0281615954
    38  -0.0065597190  0.0001930256 -0.0159541519
    39  -0.0805909138 -0.0688064776 -0.0255230715
    40  -0.0463817168 -0.0141360882 -0.0410407081
    41   0.0463053669 -0.0000147191  0.0597825090
    42  -0.0696452775 -0.0591338468  0.0015329372
    43  -0.1062175734 -0.0965492356 -0.0051794913
    44  -0.1231066115 -0.1338164399 -0.0083601373
    45  -0.0060873078 -0.1721884168  0.0821443302
    46  -0.1000235216 -0.1175777678 -0.0174998780
    47  -0.0465935315 -0.0633720993 -0.0179660355
    48  -0.0507301941 -0.0926445953 -0.0351636667
    49  -0.0464131394 -0.0302503290  0.0000771346
    50   0.0449743619  0.0041958599  0.0430568331
    51   0.1057409542  0.0207478012  0.1122065912
    52   0.1483484957 -0.0074136930  0.1398261761
    53   0.0167037562 -0.0162578032  0.0027488506
    54   0.0506700202 -0.0335568979  0.0243519140
    55   0.0684423135 -0.1228015733  0.1246956803
    56   0.0997540665 -0.0154876505  0.0844785586
    57   0.0361626972 -0.1296273536  0.0940367030
    58   0.0344788147 -0.0691455440  0.0988747136
    59   0.0293018480 -0.1108297486  0.0987366953
    60  -0.0893650374 -0.1243960613 -0.0184401801
    61   0.0025379878 -0.1085741714  0.0406311182
    62   0.1190911948 -0.0419847928  0.0895859063
    63   0.0507863331 -0.0817527728  0.0788857920
 n=    22 A   IR&R
     hbarW=  0.26017513E-03 Ha =  0.70797255E-02 eV; nu=  0.57101843E+02 cm^-1
     1  -0.0002220034 -0.0002526819 -0.0002659372
     2   0.0868097314 -0.0499522926 -0.0367346100
     3   0.1282674592 -0.0461093133  0.1021980012
     4   0.0442845589  0.0263480372 -0.0757453864
     5   0.1015029371 -0.0729495081 -0.1328085272
     6   0.0240615481 -0.0253421282  0.0063128148
     7  -0.0259309595  0.0023691345 -0.0533017280
     8   0.1449750815 -0.1221213852 -0.0174551932
     9  -0.0333157986  0.0631442968  0.0000727205
    10  -0.0758119751  0.0623343961 -0.0334558673
    11  -0.1055334436  0.0643990670  0.0191356325
    12  -0.0412834499  0.0323629398 -0.0288930777
    13  -0.1111981320  0.0515515178 -0.0886835753
    14  -0.0664223537 -0.0045607344 -0.0296317267
    15  -0.0043264889  0.0394995557 -0.0374771542
    16  -0.0791883918  0.0386869040 -0.0401749949
    17   0.0337144681 -0.0005812640  0.0069789351
    18   0.0795747852 -0.0464601375 -0.0978427882
    19   0.1048758428 -0.0534614367 -0.0998615342
    20   0.0382570249 -0.0048643050 -0.1132196295
    21   0.1235003528 -0.0522298637 -0.0770574173
    22   0.0790536221 -0.0545104993 -0.1339050232
    23   0.0351148064 -0.0414895771 -0.1786733929
    24   0.0662349532 -0.0760654972 -0.1026177954
    25   0.0005918196  0.0710050592  0.0067556591
    26  -0.0441838351  0.0758057815 -0.1254371478
    27  -0.1278912246  0.0720103966 -0.0176652154
    28  -0.0872989804  0.0341005193 -0.1218989205
    29  -0.0633191883  0.0375837156 -0.0934648714
    30  -0.0776591638 -0.0085806243 -0.0617324065
    31  -0.0547022592  0.0559739852 -0.1295553723
    32  -0.0902620378  0.0178940018 -0.1084855743
    33  -0.0000273093 -0.0630955477 -0.0061355830
    34   0.0809085223 -0.0648641444  0.0961959301
    35   0.0925912061 -0.1064207812  0.0275751828
    36   0.0967172948 -0.0383400099  0.1346673359
    37   0.1095733419 -0.0515575408  0.1307385604
    38   0.0511226743  0.0077312354  0.1129980341
    39   0.0571097376 -0.0208412338  0.1794582539
    40   0.0919256015 -0.0327410744  0.1034411060
    41  -0.0380855106  0.0001536332 -0.0073733856
    42  -0.0691649854  0.0255617237  0.0977304491
    43  -0.0757272078 -0.0053530627  0.0607192628
    44  -0.0691346043 -0.0000061509  0.0619028985
    45  -0.1195409843  0.0729687547  0.0865743368
    46  -0.0720832262  0.0492914558  0.1207900174
    47  -0.0372219818  0.0726774679  0.1291055124
    48  -0.0357401379  0.0959779685  0.1375412661
    49   0.0379562853 -0.0708189123 -0.0000356564
    50   0.1350712230 -0.1136808714  0.0186644515
    51   0.0763817732 -0.1030096154 -0.0390496265
    52   0.0025806159 -0.0177191528 -0.0168869898
    53   0.1200511651 -0.0371858103  0.0887655680
    54   0.0368805417  0.0463875468  0.0865753690
    55  -0.0474827256  0.0223121660  0.0525301660
    56   0.0705519735 -0.0351806632  0.0364021808
    57  -0.0961176781  0.0548600687  0.0400798671
    58  -0.0932207683 -0.0085186769 -0.0713564308
    59  -0.0809233999  0.0067446693  0.0232165635
    60  -0.0600964108  0.0524604933  0.1044286015
    61  -0.0547098054  0.0460070410  0.0354068781
    62  -0.0231216895  0.0558350637  0.0380928946
    63  -0.0892093395  0.0744499763  0.0324120085
 n=    23 A   IR&R
     hbarW=  0.26025556E-03 Ha =  0.70819141E-02 eV; nu=  0.57119495E+02 cm^-1
     1  -0.0003477110  0.0002027061  0.0011000880
     2  -0.0880828745  0.0002758826  0.0880389241
     3  -0.1297338118 -0.1192724545  0.0637117555
     4  -0.0440155901  0.0256678245  0.0245322804
     5  -0.0127460323 -0.0001014059  0.0121934434
     6  -0.1448983086 -0.0004808077  0.1441863902
     7  -0.0630069349  0.1195180403  0.1287161262
     8  -0.0252602206 -0.0261957953  0.0437539924
     9  -0.0486109060 -0.0215686302 -0.0000045893
    10  -0.0557445429  0.0883878234  0.0815764260
    11  -0.0492653845  0.1130782355  0.0922223055
    12  -0.0000537639  0.1127189553  0.0446412222
    13  -0.0016954826  0.1781812611  0.0764738118
    14  -0.0312666489  0.1112578254  0.0994987411
    15  -0.1194240775  0.0381344325  0.0924624518
    16  -0.0373280330  0.1337801027  0.0975806553
    17   0.0489077643  0.0006153611 -0.0484374847
    18   0.0525566900  0.0000248038 -0.0530549918
    19   0.0500069968 -0.0559474342 -0.0776130470
    20   0.0025629992 -0.0095835369 -0.0314862955
    21  -0.0010750039 -0.0005862915  0.0001739700
    22   0.0378483844 -0.0005921986 -0.0378783034
    23   0.0780677748  0.0555766355 -0.0506226517
    24   0.0310968816  0.0086021464 -0.0031153548
    25  -0.0001579752 -0.0239574374 -0.0536681977
    26   0.0450782082  0.0960791024 -0.0468647084
    27   0.1289287961  0.0499202517 -0.1058988407
    28   0.0878276403  0.1218778232 -0.0342348802
    29   0.0871638934  0.1288302481 -0.0248762137
    30   0.1187101333  0.1377815236 -0.0175742928
    31   0.0326465072  0.0633507280 -0.0367486381
    32   0.0508509166  0.0615101383 -0.0200671731
    33   0.0002449691  0.0215434694  0.0478832647
    34  -0.0816009818 -0.0875950443  0.0572472194
    35  -0.0935058540 -0.0384000550  0.1191302504
    36  -0.0980985924 -0.1342665385  0.0381161228
    37  -0.0775592670 -0.1789056540  0.0018224211
    38  -0.0993961670 -0.1113776698  0.0322381703
    39  -0.0918125243 -0.1126394809  0.0500037033
    40  -0.0454117459 -0.1127259879 -0.0002480538
    41  -0.0551944714 -0.0001607445  0.0549516603
    42  -0.1125788903  0.0002200275  0.1135943443
    43  -0.0361612921  0.0770001920  0.1071841869
    44   0.0481938222  0.0675103435  0.0174300040
    45   0.0624435334  0.0003742335 -0.0618879705
    46  -0.0337925413  0.0003072412  0.0336385970
    47  -0.1078223731 -0.0769873843  0.0361766269
    48  -0.0170858681 -0.0666354368 -0.0480861355
    49   0.0551310942  0.0244795765  0.0004547198
    50   0.0461175943 -0.0963004614 -0.0447622967
    51   0.0355518326 -0.0637629913 -0.0331543715
    52   0.0193489818 -0.0614542515 -0.0503789825
    53   0.0245779612 -0.1287304990 -0.0860575897
    54   0.0168860930 -0.1384253400 -0.1190889740
    55   0.1064071020 -0.0494072764 -0.1289420961
    56   0.0335980029 -0.1211630899 -0.0877091633
    57   0.0974136725  0.0004414020 -0.0968025684
    58   0.0942679790  0.1012823754 -0.0221368679
    59   0.0809377186  0.0149162851 -0.0457734872
    60   0.0619578844 -0.0003096564 -0.0615041630
    61   0.0985260625  0.0004189295 -0.0981478890
    62   0.0217226291 -0.1013870703 -0.0935257308
    63   0.0468770221 -0.0145460266 -0.0811192135
 n=    24 A   IR&R
     hbarW=  0.28461558E-03 Ha =  0.77447838E-02 eV; nu=  0.62465901E+02 cm^-1
     1   0.2071717615 -0.2444528221 -0.2503882372
     2  -0.0756030651  0.0503923663  0.0520017424
     3  -0.0360264619 -0.1019206636 -0.1020316821
     4   0.0634676769  0.0186404710  0.0193289272
     5   0.0037885269  0.0493307103 -0.0079274718
     6   0.0123891176 -0.0078383251  0.0607856279
     7   0.0043665378 -0.0067244836  0.0508759383
     8   0.0137207178  0.0610223811 -0.0092048277
     9  -0.0165381817  0.0197398339 -0.0765427587
    10  -0.0712890429  0.0343486277  0.0318546053
    11  -0.0410888424 -0.0002523631 -0.0131592319
    12   0.1087832939  0.0145581095 -0.0988063827
    13   0.0825708107  0.0542580440 -0.0837263574
    14  -0.0282331281  0.0509352268  0.0650638534
    15  -0.0323658990  0.0419325140  0.0730452726
    16   0.0863428121  0.0361079798 -0.0910868987
    17  -0.0174094396 -0.0744652060  0.0197562806
    18  -0.0719725820  0.0303899896  0.0339177115
    19  -0.0407103566 -0.0110239931 -0.0027386621
    20   0.1068644704 -0.0982476645  0.0152810661
    21  -0.0318969307  0.0714405594  0.0427627883
    22   0.0830059997 -0.0866688328  0.0318709082
    23   0.0810615270 -0.0821495417  0.0549771667
    24  -0.0273548373  0.0671545475  0.0482603232
    25  -0.0116199813 -0.1113996452 -0.1141530874
    26  -0.0419312515  0.0735634114  0.0740193220
    27  -0.0465534848 -0.0914129730 -0.0924232777
    28  -0.0123863592  0.0241904993  0.0260035926
    29  -0.0578346232  0.0968060730  0.0648375806
    30  -0.0735648212  0.0783034298  0.0342981427
    31  -0.0568915779  0.0632386576  0.0976894281
    32  -0.0739306200  0.0358987372  0.0780708697
    33   0.0621352660  0.0194967217  0.0199202586
    34  -0.0486037071 -0.0941682031 -0.0921711943
    35  -0.0290915829  0.0669377653  0.0680216523
    36   0.2309125417 -0.2361859784 -0.2364870592
    37   0.0945024141  0.0431158464 -0.0955121217
    38   0.0852235876 -0.0774184706  0.0513139266
    39   0.0929160271 -0.0950661314  0.0449288033
    40   0.0877227945  0.0506350934 -0.0782836568
    41   0.0936148270  0.0122302432 -0.1132494227
    42  -0.0527935144 -0.0185321761 -0.0048692983
    43  -0.0579274550  0.0390273364  0.0417019161
    44  -0.0068733911  0.0111108499 -0.0619453885
    45  -0.0074497561  0.0485325934 -0.0202152685
    46  -0.0452518968  0.0558085457  0.0828061503
    47  -0.0596454407  0.0643884996  0.0436861836
    48   0.0113475656  0.0523275231 -0.0014819967
    49   0.0931361973 -0.1105495945  0.0125601367
    50  -0.0528512415 -0.0069370625 -0.0177580787
    51  -0.0580426450  0.0398763960  0.0399769641
    52  -0.0082121614 -0.0624671214  0.0133149221
    53  -0.0599042927  0.0410255212  0.0661526196
    54   0.0105623366 -0.0022654337  0.0533122938
    55  -0.0066778870 -0.0196071139  0.0499286708
    56  -0.0445361230  0.0816598568  0.0566810965
    57  -0.0614906848 -0.1132397132 -0.1135405967
    58  -0.0864114612  0.0665812693  0.0670349172
    59  -0.0080886474 -0.1110127936 -0.1094716838
    60  -0.0307423238  0.0661244307  0.0441165330
    61  -0.0507394030  0.0350988547  0.0545693849
    62  -0.0307807726  0.0424987086  0.0680067159
    63  -0.0492658758  0.0555203765  0.0355687052
 n=    25 A   IR&R
     hbarW=  0.28469029E-03 Ha =  0.77468168E-02 eV; nu=  0.62482298E+02 cm^-1
     1  -0.3180025903 -0.2511736749 -0.0167373790
     2   0.0503192672  0.0339571838 -0.0321203827
     3   0.0662925912 -0.0480497688 -0.0419010694
     4   0.0126970502  0.0810107291  0.0564673393
     5  -0.0628316022  0.0552625513 -0.0546830582
     6   0.0807637891  0.0220506619  0.0493551956
     7  -0.1106870982 -0.1095292691  0.0100599512
     8   0.0582650910  0.0522592409  0.0604993836
     9   0.0244932452  0.0190490806 -0.0057490436
    10  -0.1099582899 -0.1252412461 -0.0223670954
    11   0.0621926007 -0.0578541458  0.0500601012
    12  -0.0116251586  0.0460403799  0.0890282063
    13  -0.0687947518  0.0474000779  0.0600462677
    14   0.0517688231 -0.0030033884  0.0655230604
    15   0.0818910279  0.0717095442  0.0385446042
    16  -0.1986460425 -0.1923522899  0.1628331898
    17   0.0250405742 -0.0777700392  0.0009776828
    18  -0.0451373486  0.0191874600 -0.1143313333
    19   0.0671736418 -0.0410765346  0.0328370488
    20   0.0530322789  0.0787481214  0.0049906435
    21   0.0679276400  0.0912960469  0.0202507498
    22  -0.0590562328 -0.0021943337 -0.0270477785
    23  -0.0204215354  0.0060853723  0.0024428119
    24   0.0316751224 -0.0301961435  0.0928395022
    25   0.0150406098 -0.1148694363 -0.0081214923
    26  -0.0453181027 -0.0058873961 -0.0309872090
    27   0.0613220992 -0.0626881415 -0.0558609897
    28   0.0848714397  0.0741197948  0.0081956509
    29   0.0678029491  0.0536430515 -0.0142917868
    30   0.0333488154  0.0263607957 -0.0077213785
    31   0.0539947489  0.0371251349  0.0010715552
    32   0.0118492187 -0.0458365548  0.0240088828
    33  -0.0979017868  0.0196982813  0.0013008215
    34   0.0308386285 -0.0416167828 -0.0966999372
    35   0.1059177977  0.0556281273  0.0182254704
    36  -0.0510676866 -0.0133298657  0.0124908736
    37  -0.0581869225  0.0540168654  0.0475899413
    38   0.0513916897  0.0811638010 -0.0000728846
    39  -0.0213918688  0.0049149379  0.0042614770
    40  -0.0335941766  0.0210902475  0.1123886334
    41  -0.1447199364  0.0113298402 -0.0077597322
    42   0.0135885424 -0.0508679085 -0.0181091546
    43   0.0761484208  0.0550894827 -0.0123002481
    44   0.0390759437  0.0206425236  0.0065711454
    45  -0.0755714315  0.0473994941 -0.0666600378
    46   0.0855980330  0.0762098252 -0.0005786678
    47   0.0560707193  0.0365891057  0.0091347967
    48  -0.0435855909 -0.0063362010  0.0347067522
    49  -0.1454316695 -0.1149487889  0.0004316598
    50   0.0545747841  0.0475521055 -0.0638394878
    51   0.1033066762  0.0517559712 -0.0084573358
    52   0.0802275783  0.0187831719 -0.0453614681
    53   0.0676322478  0.0896159373 -0.0136491457
    54   0.0068444563  0.0783591282 -0.0504261378
    55  -0.1126325480 -0.1103294823 -0.0024832333
    56   0.0556551614  0.0360140972  0.0402694736
    57  -0.2099288456 -0.2019680657 -0.1755112830
    58   0.0752263681  0.0553979382  0.0175967465
    59   0.0548072347 -0.0138438770 -0.0678734956
    60   0.0717800631  0.0513235548  0.0223744229
    61  -0.0216254728  0.0473937111 -0.0928621258
    62   0.0845098868  0.0722193361 -0.0285834818
    63  -0.1078015981 -0.1243129127  0.0263016045
 n=    26 A   IR&R
     hbarW=  0.28474990E-03 Ha =  0.77484387E-02 eV; nu=  0.62495380E+02 cm^-1
     1   0.1445212595 -0.2049550459  0.3193883188
     2  -0.0237177871  0.0743610268 -0.0735516145
     3  -0.0302868302  0.0115947617  0.0264328607
     4  -0.0040027244 -0.0027450170 -0.0582158304
     5   0.0934270670  0.0364938614  0.0975186988
     6  -0.0069126027 -0.0617016455 -0.0252917344
     7  -0.0149955159 -0.0248699948 -0.0639643575
     8  -0.0550219763 -0.0188847521  0.0239186066
     9  -0.0115005956  0.0164129263  0.0975757668
    10  -0.0391043978  0.0420578382 -0.0446338859
    11  -0.0347475778 -0.0969215311  0.1000979938
    12  -0.0807683537  0.0345541802 -0.0272157177
    13  -0.0326909749  0.0387782188  0.0447633760
    14   0.0029208978 -0.1270214264  0.1004321969
    15  -0.0186415748  0.0377619147 -0.0869245435
    16  -0.0967824190 -0.1361822758  0.1477461228
    17  -0.0108600811 -0.0624010009 -0.0249442728
    18   0.1058892287  0.0465543991  0.0661948793
    19  -0.0232330086 -0.1036048797  0.1076545664
    20   0.0648496140 -0.0507976434 -0.0573407996
    21  -0.0494799759  0.0301822756 -0.0783960433
    22   0.2146848626 -0.2210339385  0.2346188161
    23   0.0748202662 -0.0763619675 -0.0599362935
    24  -0.0410454071 -0.1148274447  0.0874019962
    25  -0.0066842583 -0.0932722430  0.1456725944
    26   0.0199906744  0.0358559430 -0.0187831686
    27  -0.0284036909  0.0186529416  0.0335271642
    28  -0.0387548166  0.0551173823 -0.0918833365
    29  -0.0129756154  0.0474334627 -0.0616300153
    30   0.0125014253 -0.0073336887  0.0549836650
    31  -0.0441444055  0.0529034383 -0.0695111927
    32  -0.0350930127 -0.0297499645 -0.0131390104
    33   0.0445849270  0.0160080202 -0.0257959756
    34  -0.0144362540  0.0910087547 -0.0310198977
    35  -0.0474200069  0.0273226778 -0.0578366370
    36   0.0253248282 -0.0318616517  0.0269462655
    37  -0.0226482115  0.0428122164  0.0353720647
    38   0.0932047026 -0.0782689397 -0.0277243364
    39   0.0600311240 -0.0610872300 -0.0678412300
    40  -0.0986367624  0.0199120295 -0.0095263981
    41   0.0659348608  0.0096592140  0.1453915170
    42  -0.0612957525  0.0389771826 -0.0797303080
    43  -0.0720281751  0.0616119550 -0.0799293487
    44  -0.0727338557  0.0796981370 -0.0209383172
    45   0.0830641065  0.0466834877  0.0871470818
    46   0.0012461610  0.0156428630 -0.0470493451
    47  -0.0425002212  0.0521881733 -0.1111992139
    48  -0.0481456146  0.0629483166 -0.0747724370
    49   0.0662808290 -0.0935521234 -0.0151416116
    50   0.0298499452  0.0666251114  0.0114076099
    51  -0.0103948522  0.0622953075 -0.0805272565
    52   0.0202639838  0.0085609664 -0.0685058974
    53  -0.0133840592  0.0688185864 -0.0610598844
    54   0.0638721698  0.0236441432 -0.0354781611
    55   0.0003691505 -0.0085508851 -0.0647723443
    56  -0.0648109580  0.0328571885 -0.0658584211
    57   0.0924154952  0.0545462214  0.1126755838
    58  -0.0343953328  0.0257707944 -0.0581624862
    59  -0.0240755548  0.0779768440 -0.0435930273
    60  -0.0479095762  0.0848853985 -0.0763924702
    61   0.1238980746  0.0076021899  0.0839475735
    62  -0.0215748989  0.0349821251 -0.0935602505
    63  -0.0665741962  0.0140376611 -0.0400407667
 n=    27 A   IR&R
     hbarW=  0.29012665E-03 Ha =  0.78947477E-02 eV; nu=  0.63675441E+02 cm^-1
     1  -0.0023440204 -0.0010279914 -0.0003861353
     2   0.1235066553  0.0011855686 -0.1233602178
     3   0.0560482678  0.0434552572  0.1094164036
     4  -0.1257734011 -0.0728922031 -0.0705159248
     5  -0.0641037429  0.0006885081  0.0658501662
     6  -0.0026589875 -0.0008655109  0.0026495831
     7  -0.1109102736 -0.0464225433 -0.0560726957
     8   0.0719118767  0.0742641810  0.1271321953
     9  -0.0002008655 -0.0004480778  0.0002253320
    10  -0.0015499265 -0.0536971074  0.0598706547
    11  -0.0554264228  0.0442596020 -0.1106391387
    12   0.0526095938  0.0011657859  0.0523578363
    13  -0.0640112779  0.0005522261 -0.0646196940
    14   0.0601178811  0.0535221521  0.0000377385
    15   0.1618444584  0.1050763894  0.0399188675
    16  -0.1061814201 -0.0015149335 -0.1046869154
    17   0.0005516817 -0.0003547636  0.0000164960
    18   0.0530125313 -0.0007418037 -0.0524790943
    19  -0.0542180135 -0.0468487716  0.1107692638
    20  -0.0036810718  0.0544215939 -0.0603625389
    21   0.0566912128 -0.0000459041 -0.0575987403
    22  -0.1061665673  0.0019194896  0.1065125346
    23  -0.1111841507  0.0490108811  0.0557571031
    24   0.0605417921 -0.0540561513  0.0029258587
    25  -0.0002513187 -0.0014045334  0.0001158755
    26  -0.1243660476  0.0741990866  0.0703389971
    27   0.0561112142 -0.0464725547 -0.1118954210
    28   0.1236703707 -0.0012713374  0.1237638153
    29   0.0570328377  0.0007534565  0.0591210453
    30   0.0724099550 -0.0738482502 -0.1258534688
    31   0.1626074657 -0.1038629350 -0.0388563768
    32  -0.0026421464  0.0014167987 -0.0013894488
    33  -0.0007893593  0.0008136813  0.0003823896
    34  -0.0588403575  0.0527172529 -0.0010428475
    35  -0.0385739814 -0.1026570156 -0.1607375253
    36   0.1033762031 -0.0012186086  0.1054587344
    37   0.0633051085 -0.0010948386  0.0653866706
    38   0.0008310274 -0.0521641052 -0.0605322113
    39   0.1096293427 -0.0457082987  0.0558726418
    40  -0.0522172819  0.0002410208 -0.0513419846
    41  -0.0004541272  0.0000510276  0.0002345566
    42   0.0037229369 -0.0015073333 -0.0019925471
    43   0.0404555691 -0.1019682490  0.1603428033
    44  -0.0723351542  0.0740870411 -0.1264057888
    45   0.0633159608  0.0006419781 -0.0652589934
    46  -0.1215741052  0.0021904066  0.1232667173
    47  -0.1607475602  0.1050484021 -0.0402297894
    48   0.1247698715 -0.0734774591  0.0715373385
    49  -0.0020547674  0.0005743302  0.0005110309
    50  -0.0705819978 -0.0746752678  0.1248719784
    51   0.0395000300  0.1018106788 -0.1613500572
    52   0.0035349158  0.0010802248  0.0012449380
    53  -0.0560053896  0.0004165450 -0.0594291186
    54   0.1244427994  0.0738537127 -0.0715516191
    55   0.1104426231  0.0470206737 -0.0559761162
    56  -0.1222218576 -0.0015638840 -0.1235424258
    57   0.1047180072 -0.0005545315 -0.1079177523
    58  -0.0380751000  0.1024612081  0.1607966298
    59  -0.0603215120 -0.0542834855 -0.0015789510
    60  -0.0562510857  0.0000771119  0.0598907640
    61  -0.0519515777 -0.0004553708  0.0512305099
    62  -0.1606067325 -0.1039382619  0.0385464325
    63   0.0013040590  0.0529478507  0.0615389543
 n=    28 A   IR&R
     hbarW=  0.29023471E-03 Ha =  0.78976881E-02 eV; nu=  0.63699157E+02 cm^-1
     1  -0.0008810798 -0.0014861368  0.0008796314
     2   0.0724048679 -0.1418964645  0.0700553166
     3   0.0322884848  0.1013266602 -0.0106382205
     4  -0.0737925572 -0.0396311985 -0.0449371627
     5  -0.0909724236 -0.0635109372 -0.0897447006
     6   0.0841181744  0.1450133079  0.0837128622
     7  -0.0120352540  0.1007142853  0.0309668362
     8  -0.0440242564 -0.0385710550 -0.0714505934
     9   0.0000804846 -0.0002035932 -0.0000878681
    10   0.0612706468 -0.0302431134 -0.0347676220
    11  -0.0327556426  0.1012232485  0.0088323433
    12  -0.0323414379 -0.0699388175  0.0329469368
    13  -0.0917533423  0.0645027406  0.0918108674
    14   0.0361283310 -0.0288366892 -0.0606760952
    15  -0.0247635711 -0.1254893718 -0.0224721970
    16  -0.0638575565  0.1217195420  0.0610703625
    17   0.0003432291 -0.0002194541 -0.0005879075
    18  -0.0310359543  0.0697628307 -0.0325122986
    19  -0.0323338152 -0.1012787415 -0.0099143322
    20   0.0615124129  0.0287983219  0.0339373607
    21   0.1532014585  0.0454572040  0.1525253223
    22  -0.0608724283 -0.1222044768 -0.0598917732
    23  -0.0110154126 -0.1013670183 -0.0316650528
    24   0.0351423305  0.0290419600  0.0610919520
    25   0.0005236344 -0.0005542783  0.0000815324
    26  -0.0731001054  0.0402844359  0.0452311251
    27   0.0330438946 -0.1016149067  0.0086352226
    28   0.0724952880  0.1423549575 -0.0703634768
    29   0.1538037776 -0.0449871991 -0.1520402349
    30  -0.0426354355  0.0396450661  0.0713958982
    31  -0.0246802960  0.1256892902  0.0220099914
    32   0.0838752358 -0.1447222365 -0.0843042510
    33   0.0000050761  0.0000884354  0.0006928759
    34  -0.0348569531 -0.0291200554  0.0608241248
    35  -0.0228604278 -0.1261025220 -0.0286244337
    36   0.0608945819  0.1209232573 -0.0596286641
    37   0.0898935962  0.0644277540 -0.0885025903
    38  -0.0594298941 -0.0287872961  0.0345657081
    39   0.0117778117  0.1006068093 -0.0315562069
    40   0.0295133805 -0.0689404139 -0.0317469339
    41  -0.0009134097  0.0001614169  0.0006528844
    42  -0.0836327771  0.1444714323 -0.0843225358
    43   0.0231868026 -0.1273334927  0.0268804086
    44   0.0430291574 -0.0395832563  0.0710995926
    45   0.0909149965 -0.0639221368  0.0908808354
    46  -0.0718222537 -0.1417934983 -0.0705279267
    47   0.0248379000 -0.1255992319  0.0218146000
    48   0.0729403122 -0.0400312321  0.0452201487
    49   0.0006939740 -0.0007320089 -0.0005264847
    50   0.0434262320  0.0389124567 -0.0713569733
    51   0.0229370108  0.1273481400 -0.0284407663
    52  -0.0830167852 -0.1450504364  0.0835855145
    53  -0.1523548043 -0.0440771444  0.1531338078
    54   0.0741280590  0.0403722504 -0.0447102870
    55   0.0118531156 -0.1012478483  0.0316394444
    56  -0.0726927406  0.1427894854  0.0703690147
    57   0.0618732747 -0.1228787182  0.0595725881
    58  -0.0227767176  0.1276069938  0.0274285859
    59  -0.0350854355  0.0285519535 -0.0615122601
    60  -0.1527725601  0.0453950631 -0.1523538636
    61   0.0314789801  0.0703231210  0.0323044030
    62   0.0248503957  0.1256516576 -0.0220469520
    63  -0.0608511351  0.0298064552 -0.0346496595
 n=    29 A   IR&R
     hbarW=  0.30600142E-03 Ha =  0.83267220E-02 eV; nu=  0.67159550E+02 cm^-1
     1   0.0896266693  0.0524784867  0.0568368882
     2   0.0377991468  0.0222298689  0.0235850645
     3   0.0893337116  0.0593656141  0.0608931681
     4   0.0555998519  0.0464293923  0.0486463294
     5   0.0751587133  0.0491106573  0.0831221542
     6   0.0124386282  0.0880342521  0.0015975828
     7   0.0728924391  0.0823733979  0.0552572436
     8   0.0198691069  0.0037011090  0.0858115464
     9  -0.1065151015 -0.0623443438 -0.0940439649
    10  -0.0546543839 -0.0496039099 -0.2091314752
    11   0.0926051506 -0.0174850021 -0.0070881008
    12   0.0347725472 -0.0172921147 -0.0585161077
    13  -0.0004138346  0.0545309668 -0.0322860480
    14  -0.0967176359  0.0735353998 -0.0898727425
    15   0.0093698301  0.0545708199  0.0317412712
    16   0.0985115910  0.0550555987  0.0711581056
    17  -0.1056885080 -0.0859811820 -0.0664304716
    18  -0.0484589435 -0.2080240630 -0.0465006639
    19   0.0919328382 -0.0130682699 -0.0125974813
    20   0.0398015764 -0.0626009046 -0.0174666453
    21   0.0116042002  0.0266374472  0.0507851757
    22   0.0966436972  0.0651486902  0.0592991996
    23   0.0044848825 -0.0323971484  0.0592859400
    24  -0.0847998352 -0.0880731602  0.0731301778
    25  -0.2549749338 -0.0533416165 -0.0605364678
    26  -0.0869067469 -0.1013599544 -0.1015609545
    27   0.0958628647  0.0545564671  0.0555830170
    28   0.0346527920  0.0195748858  0.0211221108
    29  -0.0899724555  0.0545522540 -0.0806992167
    30  -0.0283928221  0.0838162259 -0.0347156466
    31  -0.0857741052 -0.0757491069  0.0594584601
    32  -0.0204473288 -0.0310037161  0.0817440446
    33  -0.1492416989 -0.0601483374 -0.0673071145
    34  -0.2054217646 -0.0797396672 -0.0828091330
    35   0.0687623493  0.0328971916  0.0310006472
    36   0.1035280631  0.0585555481  0.0641333659
