  No.   E(hr.)        dos(hr.)         E(eV)          dos(eV)              sum
   2916  -0.57460      0.0000000000    -13.606409      0.0000000000      629.9999999999
   2926  -0.57360      0.0000000000    -13.579198      0.0000000000      629.9999999999
   2936  -0.57260      0.0000000000    -13.551986      0.0000000000      629.9999999999
   2946  -0.57160      0.0000000000    -13.524775      0.0000000000      629.9999999999
   2956  -0.57060      0.0000000000    -13.497564      0.0000000000      629.9999999999
   2966  -0.56960      0.0000000000    -13.470352      0.0000000000      629.9999999999
   2976  -0.56860      0.0000000000    -13.443141      0.0000000000      629.9999999999
   2986  -0.56760      0.0000000000    -13.415930      0.0000000000      629.9999999999
   2996  -0.56660      0.0000000000    -13.388718      0.0000000000      629.9999999999
   3006  -0.56560      0.0000000000    -13.361507      0.0000000000      629.9999999999
   3016  -0.56460      0.0000000000    -13.334295      0.0000000000      629.9999999999
   3026  -0.56360      0.0000000000    -13.307084      0.0000000000      629.9999999999
   3036  -0.56260      0.0000000000    -13.279873      0.0000000000      629.9999999999
   3046  -0.56160      0.0000000000    -13.252661      0.0000000000      629.9999999999
   3056  -0.56060      0.0000000000    -13.225450      0.0000000000      629.9999999999
   3066  -0.55960      0.0000000000    -13.198238      0.0000000000      629.9999999999
   3076  -0.55860      0.0000000000    -13.171027      0.0000000000      629.9999999999
   3086  -0.55760      0.0000000000    -13.143816      0.0000000000      629.9999999999
   3096  -0.55660      0.0000000000    -13.116604      0.0000000000      629.9999999999
   3106  -0.55560      0.0000000000    -13.089393      0.0000000000      629.9999999999
   3116  -0.55460      0.0000000000    -13.062181      0.0000000000      629.9999999999
   3126  -0.55360      0.0000000000    -13.034970      0.0000000000      629.9999999999
   3136  -0.55260      0.0000000000    -13.007759      0.0000000000      629.9999999999
   3146  -0.55160      0.0000000000    -12.980547      0.0000000000      629.9999999999
   3156  -0.55060      0.0000000000    -12.953336      0.0000000000      629.9999999999
   3166  -0.54960      0.0000000000    -12.926124      0.0000000000      629.9999999999
   3176  -0.54860      0.0000000000    -12.898913      0.0000000000      629.9999999999
   3186  -0.54760      0.0000000000    -12.871702      0.0000000000      629.9999999999
   3196  -0.54660      0.0000000000    -12.844490      0.0000000000      629.9999999999
   3206  -0.54560      0.0000000000    -12.817279      0.0000000000      629.9999999999
   3216  -0.54460      0.0000000000    -12.790067      0.0000000000      629.9999999999
   3226  -0.54360      0.0000000000    -12.762856      0.0000000000      629.9999999999
   3236  -0.54260      0.0000000000    -12.735645      0.0000000000      629.9999999999
   3246  -0.54160      0.0000000000    -12.708433      0.0000000000      629.9999999999
   3256  -0.54060      0.0000000000    -12.681222      0.0000000000      629.9999999999
   3266  -0.53960      0.0000000000    -12.654010      0.0000000000      629.9999999999
   3276  -0.53860      0.0000000000    -12.626799      0.0000000000      629.9999999999
   3286  -0.53760      0.0000000000    -12.599588      0.0000000000      629.9999999999
   3296  -0.53660      0.0000000000    -12.572376      0.0000000000      629.9999999999
   3306  -0.53560      0.0000000000    -12.545165      0.0000000000      629.9999999999
   3316  -0.53460      0.0000000000    -12.517953      0.0000000000      629.9999999999
   3326  -0.53360      0.0000000000    -12.490742      0.0000000000      629.9999999999
   3336  -0.53260      0.0000000000    -12.463531      0.0000000000      629.9999999999
   3346  -0.53160      0.0000000000    -12.436319      0.0000000000      629.9999999999
   3356  -0.53060      0.0000000000    -12.409108      0.0000000000      629.9999999999
   3366  -0.52960      0.0000000000    -12.381896      0.0000000000      629.9999999999
   3376  -0.52860      0.0000000000    -12.354685      0.0000000000      629.9999999999
   3386  -0.52760      0.0000000000    -12.327474      0.0000000000      629.9999999999
   3396  -0.52660      0.0000000000    -12.300262      0.0000000000      629.9999999999
   3406  -0.52560      0.0000000000    -12.273051      0.0000000000      629.9999999999
   3416  -0.52460      0.0000000000    -12.245839      0.0000000000      629.9999999999
   3426  -0.52360      0.0000000000    -12.218628      0.0000000000      629.9999999999
   3436  -0.52260      0.0000000000    -12.191417      0.0000000000      629.9999999999
   3446  -0.52160      0.0000000000    -12.164205      0.0000000000      629.9999999999
   3456  -0.52060      0.0000000000    -12.136994      0.0000000000      629.9999999999
   3466  -0.51960      0.0000000000    -12.109782      0.0000000000      629.9999999999
   3476  -0.51860      0.0000000000    -12.082571      0.0000000000      629.9999999999
   3486  -0.51760      0.0000000000    -12.055360      0.0000000000      629.9999999999
   3496  -0.51660      0.0000000000    -12.028148      0.0000000000      629.9999999999
