  No.   E(hr.)        dos(hr.)         E(eV)          dos(eV)              sum
    836  -0.77900      0.0000000000    -19.295601      0.0000000000     2159.9999999998
    846  -0.77800      0.0000000000    -19.268390      0.0000000000     2159.9999999998
    856  -0.77700      0.0000000000    -19.241178      0.0000000000     2159.9999999998
    866  -0.77600      0.0000000000    -19.213967      0.0000000000     2159.9999999998
    876  -0.77500      0.0000000000    -19.186755      0.0000000000     2159.9999999998
    886  -0.77400      0.0000000000    -19.159544      0.0000000000     2159.9999999998
    896  -0.77300      0.0000000000    -19.132333      0.0000000000     2159.9999999998
    906  -0.77200      0.0000000000    -19.105121      0.0000000000     2159.9999999998
    916  -0.77100      0.0000000000    -19.077910      0.0000000000     2159.9999999998
    926  -0.77000      0.0000000000    -19.050698      0.0000000000     2159.9999999998
    936  -0.76900      0.0000000000    -19.023487      0.0000000000     2159.9999999998
    946  -0.76800      0.0000000000    -18.996276      0.0000000000     2159.9999999998
    956  -0.76700      0.0000000000    -18.969064      0.0000000000     2159.9999999998
    966  -0.76600      0.0000000000    -18.941853      0.0000000000     2159.9999999998
    976  -0.76500      0.0000000000    -18.914641      0.0000000000     2159.9999999998
    986  -0.76400      0.0000000000    -18.887430      0.0000000000     2159.9999999998
    996  -0.76300      0.0000000000    -18.860219      0.0000000000     2159.9999999998
   1006  -0.76200      0.0000000000    -18.833007      0.0000000000     2159.9999999998
   1016  -0.76100      0.0000000000    -18.805796      0.0000000000     2159.9999999998
   1026  -0.76000      0.0000000000    -18.778584      0.0000000000     2159.9999999998
   1036  -0.75900      0.0000000000    -18.751373      0.0000000000     2159.9999999998
   1046  -0.75800      0.0000000000    -18.724162      0.0000000000     2159.9999999998
   1056  -0.75700      0.0000000000    -18.696950      0.0000000000     2159.9999999998
   1066  -0.75600      0.0000000000    -18.669739      0.0000000000     2159.9999999998
   1076  -0.75500      0.0000000000    -18.642528      0.0000000000     2159.9999999998
   1086  -0.75400      0.0000000000    -18.615316      0.0000000000     2159.9999999998
   1096  -0.75300      0.0000000000    -18.588105      0.0000000000     2159.9999999998
   1106  -0.75200      0.0000000000    -18.560893      0.0000000000     2159.9999999998
   1116  -0.75100      0.0000000000    -18.533682      0.0000000000     2159.9999999998
   1126  -0.75000      0.0000000000    -18.506471      0.0000000000     2159.9999999998
   1136  -0.74900      0.0000000000    -18.479259      0.0000000000     2159.9999999998
   1146  -0.74800      0.0000000000    -18.452048      0.0000000000     2159.9999999998
   1156  -0.74700      0.0000000000    -18.424836      0.0000000000     2159.9999999998
   1166  -0.74600      0.0000000000    -18.397625      0.0000000000     2159.9999999998
   1176  -0.74500      0.0000000000    -18.370414      0.0000000000     2159.9999999998
   1186  -0.74400      0.0000000000    -18.343202      0.0000000000     2159.9999999998
   1196  -0.74300      0.0000000000    -18.315991      0.0000000000     2159.9999999998
   1206  -0.74200      0.0000000000    -18.288779      0.0000000000     2159.9999999998
   1216  -0.74100      0.0000000000    -18.261568      0.0000000000     2159.9999999998
   1226  -0.74000      0.0000000000    -18.234357      0.0000000000     2159.9999999998
   1236  -0.73900      0.0000000000    -18.207145      0.0000000000     2159.9999999998
   1246  -0.73800      0.0000000000    -18.179934      0.0000000000     2159.9999999998
   1256  -0.73700      0.0000000000    -18.152722      0.0000000000     2159.9999999998
   1266  -0.73600      0.0000000000    -18.125511      0.0000000000     2159.9999999998
   1276  -0.73500      0.0000000000    -18.098300      0.0000000000     2159.9999999998
   1286  -0.73400      0.0000000000    -18.071088      0.0000000000     2159.9999999998
   1296  -0.73300      0.0000000000    -18.043877      0.0000000000     2159.9999999998
   1306  -0.73200      0.0000000000    -18.016665      0.0000000000     2159.9999999998
   1316  -0.73100      0.0000000000    -17.989454      0.0000000000     2159.9999999998
   1326  -0.73000      0.0000000000    -17.962243      0.0000000000     2159.9999999998
   1336  -0.72900      0.0000000000    -17.935031      0.0000000000     2159.9999999998
   1346  -0.72800      0.0000000000    -17.907820      0.0000000000     2159.9999999998
   1356  -0.72700      0.0000000000    -17.880608      0.0000000000     2159.9999999998
   1366  -0.72600      0.0000000000    -17.853397      0.0000000000     2159.9999999998
   1376  -0.72500      0.0000000000    -17.826186      0.0000000000     2159.9999999998
   1386  -0.72400      0.0000000000    -17.798974      0.0000000000     2159.9999999998
   1396  -0.72300      0.0000000000    -17.771763      0.0000000000     2159.9999999998
   1406  -0.72200      0.0000000000    -17.744551      0.0000000000     2159.9999999998
   1416  -0.72100      0.0000000000    -17.717340      0.0000000000     2159.9999999998
   1426  -0.72000      0.0000000000    -17.690129      0.0000000000     2159.9999999998
   1436  -0.71900      0.0000000000    -17.662917      0.0000000000     2159.9999999998
   1446  -0.71800      0.0000000000    -17.635706      0.0000000000     2159.9999999998
   1456  -0.71700      0.0000000000    -17.608494      0.0000000000     2159.9999999998
   1466  -0.71600      0.0000000000    -17.581283      0.0000000000     2159.9999999998
   1476  -0.71500      0.0000000000    -17.554072      0.0000000000     2159.9999999998
   1486  -0.71400      0.0000000000    -17.526860      0.0000000000     2159.9999999998
   1496  -0.71300      0.0000000000    -17.499649      0.0000000000     2159.9999999998
   1506  -0.71200      0.0000000000    -17.472437      0.0000000000     2159.9999999998
   1516  -0.71100      0.0000000000    -17.445226      0.0000000000     2159.9999999998
   1526  -0.71000      0.0000000000    -17.418015      0.0000000000     2159.9999999998
   1536  -0.70900      0.0000000000    -17.390803      0.0000000000     2159.9999999998
   1546  -0.70800      0.0000000000    -17.363592      0.0000000000     2159.9999999998
   1556  -0.70700      0.0000000000    -17.336380      0.0000000000     2159.9999999998
   1566  -0.70600      0.0000000000    -17.309169      0.0000000000     2159.9999999998
   1576  -0.70500      0.0000000000    -17.281958      0.0000000000     2159.9999999998
   1586  -0.70400      0.0000000000    -17.254746      0.0000000000     2159.9999999998
   1596  -0.70300      0.0000000000    -17.227535      0.0000000000     2159.9999999998
   1606  -0.70200      0.0000000000    -17.200324      0.0000000000     2159.9999999998
   1616  -0.70100      0.0000000000    -17.173112      0.0000000000     2159.9999999998
   1626  -0.70000      0.0000000000    -17.145901      0.0000000000     2159.9999999998
   1636  -0.69900      0.0000000000    -17.118689      0.0000000000     2159.9999999998
   1646  -0.69800      0.0000000000    -17.091478      0.0000000000     2159.9999999998
   1656  -0.69700      0.0000000000    -17.064267      0.0000000000     2159.9999999998
   1666  -0.69600      0.0000000000    -17.037055      0.0000000000     2159.9999999998
   1676  -0.69500      0.0000000000    -17.009844      0.0000000000     2159.9999999998
   1686  -0.69400      0.0000000000    -16.982632      0.0000000000     2159.9999999998
   1696  -0.69300      0.0000000000    -16.955421      0.0000000000     2159.9999999998
   1706  -0.69200      0.0000000000    -16.928210      0.0000000000     2159.9999999998
   1716  -0.69100      0.0000000000    -16.900998      0.0000000000     2159.9999999998
   1726  -0.69000      0.0000000000    -16.873787      0.0000000000     2159.9999999998
   1736  -0.68900      0.0000000000    -16.846575      0.0000000000     2159.9999999998
   1746  -0.68800      0.0000000000    -16.819364      0.0000000000     2159.9999999998
   1756  -0.68700      0.0000000000    -16.792153      0.0000000000     2159.9999999998
   1766  -0.68600      0.0000000000    -16.764941      0.0000000000     2159.9999999998
   1776  -0.68500      0.0000000000    -16.737730      0.0000000000     2159.9999999998
   1786  -0.68400      0.0000000000    -16.710518      0.0000000000     2159.9999999998
   1796  -0.68300      0.0000000000    -16.683307      0.0000000000     2159.9999999998
   1806  -0.68200      0.0000000000    -16.656096      0.0000000000     2159.9999999998
   1816  -0.68100      0.0000000000    -16.628884      0.0000000000     2159.9999999998
   1826  -0.68000      0.0000000000    -16.601673      0.0000000000     2159.9999999998
   1836  -0.67900      0.0000000000    -16.574461      0.0000000000     2159.9999999998
   1846  -0.67800      0.0000000000    -16.547250      0.0000000000     2159.9999999998
   1856  -0.67700      0.0000000000    -16.520039      0.0000000000     2159.9999999998
   1866  -0.67600      0.0000000000    -16.492827      0.0000000000     2159.9999999998
   1876  -0.67500      0.0000000000    -16.465616      0.0000000000     2159.9999999998
   1886  -0.67400      0.0000000000    -16.438404      0.0000000000     2159.9999999998
   1896  -0.67300      0.0000000000    -16.411193      0.0000000000     2159.9999999998
   1906  -0.67200      0.0000000000    -16.383982      0.0000000000     2159.9999999998
   1916  -0.67100      0.0000000000    -16.356770      0.0000000000     2159.9999999998
   1926  -0.67000      0.0000000000    -16.329559      0.0000000000     2159.9999999998
   1936  -0.66900      0.0000000000    -16.302347      0.0000000000     2159.9999999998
   1946  -0.66800      0.0000000000    -16.275136      0.0000000000     2159.9999999998
   1956  -0.66700      0.0000000000    -16.247925      0.0000000000     2159.9999999998
   1966  -0.66600      0.0000000000    -16.220713      0.0000000000     2159.9999999998
   1976  -0.66500      0.0000000000    -16.193502      0.0000000000     2159.9999999998
   1986  -0.66400      0.0000000000    -16.166290      0.0000000000     2159.9999999998
   1996  -0.66300      0.0000000000    -16.139079      0.0000000000     2159.9999999998
   2006  -0.66200      0.0000000000    -16.111868      0.0000000000     2159.9999999998
   2016  -0.66100      0.0000000000    -16.084656      0.0000000000     2159.9999999998
   2026  -0.66000      0.0000000000    -16.057445      0.0000000000     2159.9999999998
   2036  -0.65900      0.0000000000    -16.030233      0.0000000000     2159.9999999998
   2046  -0.65800      0.0000000000    -16.003022      0.0000000000     2159.9999999998
   2056  -0.65700      0.0000000000    -15.975811      0.0000000000     2159.9999999998
   2066  -0.65600      0.0000000000    -15.948599      0.0000000000     2159.9999999998
   2076  -0.65500      0.0000000000    -15.921388      0.0000000000     2159.9999999998
   2086  -0.65400      0.0000000000    -15.894176      0.0000000000     2159.9999999998
   2096  -0.65300      0.0000000000    -15.866965      0.0000000000     2159.9999999998
   2106  -0.65200      0.0000000000    -15.839754      0.0000000000     2159.9999999998
   2116  -0.65100      0.0000000000    -15.812542      0.0000000000     2159.9999999998
   2126  -0.65000      0.0000000000    -15.785331      0.0000000000     2159.9999999998
   2136  -0.64900      0.0000000000    -15.758120      0.0000000000     2159.9999999998
   2146  -0.64800      0.0000000000    -15.730908      0.0000000000     2159.9999999998
   2156  -0.64700      0.0000000000    -15.703697      0.0000000000     2159.9999999998
   2166  -0.64600      0.0000000000    -15.676485      0.0000000000     2159.9999999998
   2176  -0.64500      0.0000000000    -15.649274      0.0000000000     2159.9999999998
   2186  -0.64400      0.0000000000    -15.622063      0.0000000000     2159.9999999998
   2196  -0.64300      0.0000000000    -15.594851      0.0000000000     2159.9999999998
   2206  -0.64200      0.0000000000    -15.567640      0.0000000000     2159.9999999998
   2216  -0.64100      0.0000000000    -15.540428      0.0000000000     2159.9999999998
   2226  -0.64000      0.0000000000    -15.513217      0.0000000000     2159.9999999998
   2236  -0.63900      0.0000000000    -15.486006      0.0000000000     2159.9999999998
   2246  -0.63800      0.0000000000    -15.458794      0.0000000000     2159.9999999998
   2256  -0.63700      0.0000000000    -15.431583      0.0000000000     2159.9999999998
   2266  -0.63600      0.0000000000    -15.404371      0.0000000000     2159.9999999998
   2276  -0.63500      0.0000000000    -15.377160      0.0000000000     2159.9999999998
   2286  -0.63400      0.0000000000    -15.349949      0.0000000000     2159.9999999998
   2296  -0.63300      0.0000000000    -15.322737      0.0000000000     2159.9999999998
   2306  -0.63200      0.0000000000    -15.295526      0.0000000000     2159.9999999998
   2316  -0.63100      0.0000000000    -15.268314      0.0000000000     2159.9999999998
   2326  -0.63000      0.0000000000    -15.241103      0.0000000000     2159.9999999998
   2336  -0.62900      0.0000000000    -15.213892      0.0000000000     2159.9999999998
   2346  -0.62800      0.0000000000    -15.186680      0.0000000000     2159.9999999998
   2356  -0.62700      0.0000000000    -15.159469      0.0000000000     2159.9999999998
   2366  -0.62600      0.0000000000    -15.132257      0.0000000000     2159.9999999998
   2376  -0.62500      0.0000000000    -15.105046      0.0000000000     2159.9999999998
   2386  -0.62400      0.0000000000    -15.077835      0.0000000000     2159.9999999998
   2396  -0.62300      0.0000000000    -15.050623      0.0000000000     2159.9999999998
   2406  -0.62200      0.0000000000    -15.023412      0.0000000000     2159.9999999998
   2416  -0.62100      0.0000000000    -14.996200      0.0000000000     2159.9999999998
   2426  -0.62000      0.0000000000    -14.968989      0.0000000000     2159.9999999998
   2436  -0.61900      0.0000000000    -14.941778      0.0000000000     2159.9999999998
   2446  -0.61800      0.0000000000    -14.914566      0.0000000000     2159.9999999998
   2456  -0.61700      0.0000000000    -14.887355      0.0000000000     2159.9999999998
   2466  -0.61600      0.0000000000    -14.860143      0.0000000000     2159.9999999998
   2476  -0.61500      0.0000000000    -14.832932      0.0000000000     2159.9999999998
   2486  -0.61400      0.0000000000    -14.805721      0.0000000000     2159.9999999998
   2496  -0.61300      0.0000000000    -14.778509      0.0000000000     2159.9999999998
   2506  -0.61200      0.0000000000    -14.751298      0.0000000000     2159.9999999998
   2516  -0.61100      0.0000000000    -14.724086      0.0000000000     2159.9999999998
   2526  -0.61000      0.0000000000    -14.696875      0.0000000000     2159.9999999998
   2536  -0.60900      0.0000000000    -14.669664      0.0000000000     2159.9999999998
   2546  -0.60800      0.0000000000    -14.642452      0.0000000000     2159.9999999998
   2556  -0.60700      0.0000000000    -14.615241      0.0000000000     2159.9999999998
   2566  -0.60600      0.0000000000    -14.588029      0.0000000000     2159.9999999998
   2576  -0.60500      0.0000000000    -14.560818      0.0000000000     2159.9999999998
   2586  -0.60400      0.0000000000    -14.533607      0.0000000000     2159.9999999998
   2596  -0.60300      0.0000000000    -14.506395      0.0000000000     2159.9999999998
   2606  -0.60200      0.0000000000    -14.479184      0.0000000000     2159.9999999998
   2616  -0.60100      0.0000000000    -14.451972      0.0000000000     2159.9999999998
   2626  -0.60000      0.0000000000    -14.424761      0.0000000000     2159.9999999998
   2636  -0.59900      0.0000000000    -14.397550      0.0000000000     2159.9999999998
   2646  -0.59800      0.0000000000    -14.370338      0.0000000000     2159.9999999998
   2656  -0.59700      0.0000000000    -14.343127      0.0000000000     2159.9999999998
   2666  -0.59600      0.0000000000    -14.315916      0.0000000000     2159.9999999998
   2676  -0.59500      0.0000000000    -14.288704      0.0000000000     2159.9999999998
   2686  -0.59400      0.0000000000    -14.261493      0.0000000000     2159.9999999998
   2696  -0.59300      0.0000000000    -14.234281      0.0000000000     2159.9999999998
   2706  -0.59200      0.0000000000    -14.207070      0.0000000000     2159.9999999998
   2716  -0.59100      0.0000000000    -14.179859      0.0000000000     2159.9999999998
   2726  -0.59000      0.0000000000    -14.152647      0.0000000000     2159.9999999998
   2736  -0.58900      0.0000000000    -14.125436      0.0000000000     2159.9999999998
   2746  -0.58800      0.0000000000    -14.098224      0.0000000000     2159.9999999998
   2756  -0.58700      0.0000000000    -14.071013      0.0000000000     2159.9999999998
   2766  -0.58600      0.0000000000    -14.043802      0.0000000000     2159.9999999998
   2776  -0.58500      0.0000000000    -14.016590      0.0000000000     2159.9999999998
   2786  -0.58400      0.0000000000    -13.989379      0.0000000000     2159.9999999998
   2796  -0.58300      0.0000000000    -13.962167      0.0000000000     2159.9999999998
   2806  -0.58200      0.0000000000    -13.934956      0.0000000000     2159.9999999998
   2816  -0.58100      0.0000000000    -13.907745      0.0000000000     2159.9999999998
   2826  -0.58000      0.0000000000    -13.880533      0.0000000000     2159.9999999998
   2836  -0.57900      0.0000000000    -13.853322      0.0000000000     2159.9999999998
   2846  -0.57800      0.0000000000    -13.826110      0.0000000000     2159.9999999998
   2856  -0.57700      0.0000000000    -13.798899      0.0000000000     2159.9999999998
   2866  -0.57600      0.0000000000    -13.771688      0.0000000000     2159.9999999998
   2876  -0.57500      0.0000000000    -13.744476      0.0000000000     2159.9999999998
   2886  -0.57400      0.0000000000    -13.717265      0.0000000000     2159.9999999998
   2896  -0.57300      0.0000000000    -13.690053      0.0000000000     2159.9999999998
   2906  -0.57200      0.0000000000    -13.662842      0.0000000000     2159.9999999998
   2916  -0.57100      0.0000000000    -13.635631      0.0000000000     2159.9999999998
   2926  -0.57000      0.0000000000    -13.608419      0.0000000000     2159.9999999998
   2936  -0.56900      0.0000000000    -13.581208      0.0000000000     2159.9999999998
   2946  -0.56800      0.0000000000    -13.553996      0.0000000000     2159.9999999998
   2956  -0.56700      0.0000000000    -13.526785      0.0000000000     2159.9999999998
   2966  -0.56600      0.0000000000    -13.499574      0.0000000000     2159.9999999998
   2976  -0.56500      0.0000000000    -13.472362      0.0000000000     2159.9999999998
   2986  -0.56400      0.0000000000    -13.445151      0.0000000000     2159.9999999998
   2996  -0.56300      0.0000000000    -13.417939      0.0000000000     2159.9999999998
   3006  -0.56200      0.0000000000    -13.390728      0.0000000000     2159.9999999998
   3016  -0.56100      0.0000000000    -13.363517      0.0000000000     2159.9999999998
   3026  -0.56000      0.0000000000    -13.336305      0.0000000000     2159.9999999998
   3036  -0.55900      0.0000000000    -13.309094      0.0000000000     2159.9999999998
   3046  -0.55800      0.0000000000    -13.281882      0.0000000000     2159.9999999998
   3056  -0.55700      0.0000000000    -13.254671      0.0000000000     2159.9999999998
   3066  -0.55600      0.0000000000    -13.227460      0.0000000000     2159.9999999998
   3076  -0.55500      0.0000000000    -13.200248      0.0000000000     2159.9999999998
   3086  -0.55400      0.0000000000    -13.173037      0.0000000000     2159.9999999998
   3096  -0.55300      0.0000000000    -13.145825      0.0000000000     2159.9999999998
   3106  -0.55200      0.0000000000    -13.118614      0.0000000000     2159.9999999998
   3116  -0.55100      0.0000000000    -13.091403      0.0000000000     2159.9999999998
   3126  -0.55000      0.0000000000    -13.064191      0.0000000000     2159.9999999998
   3136  -0.54900      0.0000000000    -13.036980      0.0000000000     2159.9999999998
   3146  -0.54800      0.0000000000    -13.009768      0.0000000000     2159.9999999998
   3156  -0.54700      0.0000000000    -12.982557      0.0000000000     2159.9999999998
   3166  -0.54600      0.0000000000    -12.955346      0.0000000000     2159.9999999998
   3176  -0.54500      0.0000000000    -12.928134      0.0000000000     2159.9999999998
   3186  -0.54400      0.0000000000    -12.900923      0.0000000000     2159.9999999998
   3196  -0.54300      0.0000000000    -12.873712      0.0000000000     2159.9999999998
   3206  -0.54200      0.0000000000    -12.846500      0.0000000000     2159.9999999998
   3216  -0.54100      0.0000000000    -12.819289      0.0000000000     2159.9999999998
   3226  -0.54000      0.0000000000    -12.792077      0.0000000000     2159.9999999998
   3236  -0.53900      0.0000000000    -12.764866      0.0000000000     2159.9999999998
   3246  -0.53800      0.0000000000    -12.737655      0.0000000000     2159.9999999998
   3256  -0.53700      0.0000000000    -12.710443      0.0000000000     2159.9999999998
   3266  -0.53600      0.0000000000    -12.683232      0.0000000000     2159.9999999998
   3276  -0.53500      0.0000000000    -12.656020      0.0000000000     2159.9999999998
   3286  -0.53400      0.0000000000    -12.628809      0.0000000000     2159.9999999998
   3296  -0.53300      0.0000000000    -12.601598      0.0000000000     2159.9999999998
   3306  -0.53200      0.0000000000    -12.574386      0.0000000000     2159.9999999998
   3316  -0.53100      0.0000000000    -12.547175      0.0000000000     2159.9999999998
   3326  -0.53000      0.0000000000    -12.519963      0.0000000000     2159.9999999998
   3336  -0.52900      0.0000000000    -12.492752      0.0000000000     2159.9999999998
   3346  -0.52800      0.0000000000    -12.465541      0.0000000000     2159.9999999998
   3356  -0.52700      0.0000000000    -12.438329      0.0000000000     2159.9999999998
   3366  -0.52600      0.0000000000    -12.411118      0.0000000000     2159.9999999998
   3376  -0.52500      0.0000000000    -12.383906      0.0000000000     2159.9999999998
   3386  -0.52400      0.0000000000    -12.356695      0.0000000000     2159.9999999998
   3396  -0.52300      0.0000000000    -12.329484      0.0000000000     2159.9999999998
   3406  -0.52200      0.0000000000    -12.302272      0.0000000000     2159.9999999998
   3416  -0.52100      0.0000000000    -12.275061      0.0000000000     2159.9999999998
   3426  -0.52000      0.0000000000    -12.247849      0.0000000000     2159.9999999998
   3436  -0.51900      0.0000000000    -12.220638      0.0000000000     2159.9999999998
   3446  -0.51800      0.0000000000    -12.193427      0.0000000000     2159.9999999998
   3456  -0.51700      0.0000000000    -12.166215      0.0000000000     2159.9999999998
   3466  -0.51600      0.0000000000    -12.139004      0.0000000000     2159.9999999998
   3476  -0.51500      0.0000000000    -12.111792      0.0000000000     2159.9999999998
   3486  -0.51400      0.0000000000    -12.084581      0.0000000000     2159.9999999998
   3496  -0.51300      0.0000000000    -12.057370      0.0000000000     2159.9999999998
   3506  -0.51200      0.0000000000    -12.030158      0.0000000000     2159.9999999998
   3516  -0.51100      0.0000000000    -12.002947      0.0000000000     2159.9999999998
   3526  -0.51000      0.0000000000    -11.975735      0.0000000000     2159.9999999998
   3536  -0.50900      0.0000000000    -11.948524      0.0000000000     2159.9999999998
   3546  -0.50800      0.0000000000    -11.921313      0.0000000000     2159.9999999998
   3556  -0.50700      0.0000000000    -11.894101      0.0000000000     2159.9999999998
   3566  -0.50600      0.0000000000    -11.866890      0.0000000000     2159.9999999998
   3576  -0.50500      0.0000000000    -11.839678      0.0000000000     2159.9999999998
   3586  -0.50400      0.0000000000    -11.812467      0.0000000000     2159.9999999998
   3596  -0.50300      0.0000000000    -11.785256      0.0000000000     2159.9999999998
   3606  -0.50200      0.0000000000    -11.758044      0.0000000000     2159.9999999998
   3616  -0.50100      0.0000000000    -11.730833      0.0000000000     2159.9999999998
   3626  -0.50000      0.0000000000    -11.703621      0.0000000000     2159.9999999998
   3636  -0.49900      0.0000000000    -11.676410      0.0000000000     2159.9999999998
   3646  -0.49800      0.0000000000    -11.649199      0.0000000000     2159.9999999998
   3656  -0.49700      0.0000000000    -11.621987      0.0000000000     2159.9999999998
   3666  -0.49600      0.0000000000    -11.594776      0.0000000000     2159.9999999998
   3676  -0.49500      0.0000000000    -11.567565      0.0000000000     2159.9999999998
